qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,spa-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,spa-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,spa-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:484:2:5015,5015,1603:45:16:484:0,1603:45:16:484:1:5,1603:45:16:484:2:5015,Juárez,MX05015,Coahuila de Zaragoza,MX05,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:5016,5016,1603:45:16:484:0,1603:45:16:484:1:5,1603:45:16:484:2:5016,Lamadrid,MX05016,Coahuila de Zaragoza,MX05,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:5017,5017,1603:45:16:484:0,1603:45:16:484:1:5,1603:45:16:484:2:5017,Matamoros,MX05017,Coahuila de Zaragoza,MX05,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:5018,5018,1603:45:16:484:0,1603:45:16:484:1:5,1603:45:16:484:2:5018,Monclova,MX05018,Coahuila de Zaragoza,MX05,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:5019,5019,1603:45:16:484:0,1603:45:16:484:1:5,1603:45:16:484:2:5019,Morelos,MX05019,Coahuila de Zaragoza,MX05,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:5020,5020,1603:45:16:484:0,1603:45:16:484:1:5,1603:45:16:484:2:5020,Múzquiz,MX05020,Coahuila de Zaragoza,MX05,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:5021,5021,1603:45:16:484:0,1603:45:16:484:1:5,1603:45:16:484:2:5021,Nadadores,MX05021,Coahuila de Zaragoza,MX05,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:5022,5022,1603:45:16:484:0,1603:45:16:484:1:5,1603:45:16:484:2:5022,Nava,MX05022,Coahuila de Zaragoza,MX05,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:5023,5023,1603:45:16:484:0,1603:45:16:484:1:5,1603:45:16:484:2:5023,Ocampo,MX05023,Coahuila de Zaragoza,MX05,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:5024,5024,1603:45:16:484:0,1603:45:16:484:1:5,1603:45:16:484:2:5024,Parras,MX05024,Coahuila de Zaragoza,MX05,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:5025,5025,1603:45:16:484:0,1603:45:16:484:1:5,1603:45:16:484:2:5025,Piedras Negras,MX05025,Coahuila de Zaragoza,MX05,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:5026,5026,1603:45:16:484:0,1603:45:16:484:1:5,1603:45:16:484:2:5026,Progreso,MX05026,Coahuila de Zaragoza,MX05,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:5027,5027,1603:45:16:484:0,1603:45:16:484:1:5,1603:45:16:484:2:5027,Ramos Arizpe,MX05027,Coahuila de Zaragoza,MX05,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:5028,5028,1603:45:16:484:0,1603:45:16:484:1:5,1603:45:16:484:2:5028,Sabinas,MX05028,Coahuila de Zaragoza,MX05,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:5029,5029,1603:45:16:484:0,1603:45:16:484:1:5,1603:45:16:484:2:5029,Sacramento,MX05029,Coahuila de Zaragoza,MX05,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:5030,5030,1603:45:16:484:0,1603:45:16:484:1:5,1603:45:16:484:2:5030,Saltillo,MX05030,Coahuila de Zaragoza,MX05,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:5031,5031,1603:45:16:484:0,1603:45:16:484:1:5,1603:45:16:484:2:5031,San Buenaventura,MX05031,Coahuila de Zaragoza,MX05,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:5032,5032,1603:45:16:484:0,1603:45:16:484:1:5,1603:45:16:484:2:5032,San Juan de Sabinas,MX05032,Coahuila de Zaragoza,MX05,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:5033,5033,1603:45:16:484:0,1603:45:16:484:1:5,1603:45:16:484:2:5033,San Pedro,MX05033,Coahuila de Zaragoza,MX05,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:5034,5034,1603:45:16:484:0,1603:45:16:484:1:5,1603:45:16:484:2:5034,Sierra Mojada,MX05034,Coahuila de Zaragoza,MX05,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:5035,5035,1603:45:16:484:0,1603:45:16:484:1:5,1603:45:16:484:2:5035,Torreón,MX05035,Coahuila de Zaragoza,MX05,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:5036,5036,1603:45:16:484:0,1603:45:16:484:1:5,1603:45:16:484:2:5036,Viesca,MX05036,Coahuila de Zaragoza,MX05,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:5037,5037,1603:45:16:484:0,1603:45:16:484:1:5,1603:45:16:484:2:5037,Villa Unión,MX05037,Coahuila de Zaragoza,MX05,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:5038,5038,1603:45:16:484:0,1603:45:16:484:1:5,1603:45:16:484:2:5038,Zaragoza,MX05038,Coahuila de Zaragoza,MX05,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:6001,6001,1603:45:16:484:0,1603:45:16:484:1:6,1603:45:16:484:2:6001,Armería,MX06001,Colima,MX06,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:6002,6002,1603:45:16:484:0,1603:45:16:484:1:6,1603:45:16:484:2:6002,Colima,MX06002,Colima,MX06,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:6003,6003,1603:45:16:484:0,1603:45:16:484:1:6,1603:45:16:484:2:6003,Comala,MX06003,Colima,MX06,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:6004,6004,1603:45:16:484:0,1603:45:16:484:1:6,1603:45:16:484:2:6004,Coquimatlán,MX06004,Colima,MX06,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:6005,6005,1603:45:16:484:0,1603:45:16:484:1:6,1603:45:16:484:2:6005,Cuauhtémoc,MX06005,Colima,MX06,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:6006,6006,1603:45:16:484:0,1603:45:16:484:1:6,1603:45:16:484:2:6006,Ixtlahuacán,MX06006,Colima,MX06,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:6007,6007,1603:45:16:484:0,1603:45:16:484:1:6,1603:45:16:484:2:6007,Manzanillo,MX06007,Colima,MX06,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:6008,6008,1603:45:16:484:0,1603:45:16:484:1:6,1603:45:16:484:2:6008,Minatitlán,MX06008,Colima,MX06,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:6009,6009,1603:45:16:484:0,1603:45:16:484:1:6,1603:45:16:484:2:6009,Tecomán,MX06009,Colima,MX06,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:6010,6010,1603:45:16:484:0,1603:45:16:484:1:6,1603:45:16:484:2:6010,Villa de Álvarez,MX06010,Colima,MX06,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7001,7001,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7001,Acacoyagua,MX07001,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7002,7002,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7002,Acala,MX07002,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7003,7003,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7003,Acapetahua,MX07003,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7004,7004,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7004,Altamirano,MX07004,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7005,7005,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7005,Amatán,MX07005,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7006,7006,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7006,Amatenango de la Frontera,MX07006,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7007,7007,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7007,Amatenango del Valle,MX07007,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7008,7008,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7008,Angel Albino Corzo,MX07008,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7009,7009,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7009,Arriaga,MX07009,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7010,7010,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7010,Bejucal de Ocampo,MX07010,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7011,7011,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7011,Bella Vista,MX07011,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7012,7012,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7012,Berriozábal,MX07012,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7013,7013,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7013,Bochil,MX07013,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7014,7014,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7014,El Bosque,MX07014,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7015,7015,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7015,Cacahoatán,MX07015,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7016,7016,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7016,Catazajá,MX07016,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7017,7017,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7017,Cintalapa,MX07017,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7018,7018,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7018,Coapilla,MX07018,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7019,7019,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7019,Comitán de Domínguez,MX07019,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7020,7020,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7020,La Concordia,MX07020,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7021,7021,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7021,Copainalá,MX07021,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7022,7022,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7022,Chalchihuitán,MX07022,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7023,7023,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7023,Chamula,MX07023,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7024,7024,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7024,Chanal,MX07024,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7025,7025,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7025,Chapultenango,MX07025,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7026,7026,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7026,Chenalhó,MX07026,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7027,7027,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7027,Chiapa de Corzo,MX07027,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7028,7028,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7028,Chiapilla,MX07028,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7029,7029,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7029,Chicoasén,MX07029,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7030,7030,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7030,Chicomuselo,MX07030,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7031,7031,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7031,Chilón,MX07031,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7032,7032,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7032,Escuintla,MX07032,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7033,7033,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7033,Francisco León,MX07033,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7034,7034,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7034,Frontera Comalapa,MX07034,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7035,7035,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7035,Frontera Hidalgo,MX07035,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7036,7036,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7036,La Grandeza,MX07036,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7037,7037,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7037,Huehuetán,MX07037,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7038,7038,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7038,Huixtán,MX07038,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7039,7039,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7039,Huitiupán,MX07039,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7040,7040,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7040,Huixtla,MX07040,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7041,7041,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7041,La Independencia,MX07041,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7042,7042,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7042,Ixhuatán,MX07042,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7043,7043,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7043,Ixtacomitán,MX07043,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7044,7044,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7044,Ixtapa,MX07044,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7045,7045,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7045,Ixtapangajoya,MX07045,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7046,7046,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7046,Jiquipilas,MX07046,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7047,7047,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7047,Jitotol,MX07047,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7048,7048,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7048,Juárez,MX07048,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7049,7049,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7049,Larráinzar,MX07049,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7050,7050,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7050,La Libertad,MX07050,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7051,7051,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7051,Mapastepec,MX07051,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7052,7052,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7052,Las Margaritas,MX07052,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
1603:45:16:484:2:7053,7053,1603:45:16:484:0,1603:45:16:484:1:7,1603:45:16:484:2:7053,Mazapa de Madero,MX07053,Chiapas,MX07,México,MX,2020-06-23,2021-06-23,
