qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,eng-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:296:2:111,111,1603:45:16:296:0,1603:45:16:296:1:1,1603:45:16:296:2:111,Aranuka,KI111,Gilbert Islands,KI1,Kiribati,KI,2020-01-13,2020-01-13,
1603:45:16:296:2:112,112,1603:45:16:296:0,1603:45:16:296:1:1,1603:45:16:296:2:112,Nonouti,KI112,Gilbert Islands,KI1,Kiribati,KI,2020-01-13,2020-01-13,
1603:45:16:296:2:113,113,1603:45:16:296:0,1603:45:16:296:1:1,1603:45:16:296:2:113,North Tabiteuea,KI113,Gilbert Islands,KI1,Kiribati,KI,2020-01-13,2020-01-13,
1603:45:16:296:2:114,114,1603:45:16:296:0,1603:45:16:296:1:1,1603:45:16:296:2:114,South Tabiteuea,KI114,Gilbert Islands,KI1,Kiribati,KI,2020-01-13,2020-01-13,
1603:45:16:296:2:115,115,1603:45:16:296:0,1603:45:16:296:1:1,1603:45:16:296:2:115,Beru,KI115,Gilbert Islands,KI1,Kiribati,KI,2020-01-13,2020-01-13,
1603:45:16:296:2:116,116,1603:45:16:296:0,1603:45:16:296:1:1,1603:45:16:296:2:116,Nikunau,KI116,Gilbert Islands,KI1,Kiribati,KI,2020-01-13,2020-01-13,
1603:45:16:296:2:117,117,1603:45:16:296:0,1603:45:16:296:1:1,1603:45:16:296:2:117,Onotoa,KI117,Gilbert Islands,KI1,Kiribati,KI,2020-01-13,2020-01-13,
1603:45:16:296:2:118,118,1603:45:16:296:0,1603:45:16:296:1:1,1603:45:16:296:2:118,Tamana,KI118,Gilbert Islands,KI1,Kiribati,KI,2020-01-13,2020-01-13,
1603:45:16:296:2:119,119,1603:45:16:296:0,1603:45:16:296:1:1,1603:45:16:296:2:119,Arorae,KI119,Gilbert Islands,KI1,Kiribati,KI,2020-01-13,2020-01-13,
1603:45:16:296:2:124,124,1603:45:16:296:0,1603:45:16:296:1:1,1603:45:16:296:2:124,Betio,KI124,Gilbert Islands,KI1,Kiribati,KI,2020-01-13,2020-01-13,
1603:45:16:296:2:223,223,1603:45:16:296:0,1603:45:16:296:1:2,1603:45:16:296:2:223,Kanton,KI223,Phoenix Islands,KI2,Kiribati,KI,2020-01-13,2020-01-13,
1603:45:16:296:2:230,230,1603:45:16:296:0,1603:45:16:296:1:2,1603:45:16:296:2:230,Rawaki,KI230,Phoenix Islands,KI2,Kiribati,KI,2020-01-13,2020-01-13,
1603:45:16:296:2:231,231,1603:45:16:296:0,1603:45:16:296:1:2,1603:45:16:296:2:231,Birnie,KI231,Phoenix Islands,KI2,Kiribati,KI,2020-01-13,2020-01-13,
1603:45:16:296:2:232,232,1603:45:16:296:0,1603:45:16:296:1:2,1603:45:16:296:2:232,Mackean,KI232,Phoenix Islands,KI2,Kiribati,KI,2020-01-13,2020-01-13,
1603:45:16:296:2:233,233,1603:45:16:296:0,1603:45:16:296:1:2,1603:45:16:296:2:233,Enderbury,KI233,Phoenix Islands,KI2,Kiribati,KI,2020-01-13,2020-01-13,
1603:45:16:296:2:234,234,1603:45:16:296:0,1603:45:16:296:1:2,1603:45:16:296:2:234,Nikumaroro,KI234,Phoenix Islands,KI2,Kiribati,KI,2020-01-13,2020-01-13,
1603:45:16:296:2:235,235,1603:45:16:296:0,1603:45:16:296:1:2,1603:45:16:296:2:235,Manra,KI235,Phoenix Islands,KI2,Kiribati,KI,2020-01-13,2020-01-13,
1603:45:16:296:2:236,236,1603:45:16:296:0,1603:45:16:296:1:2,1603:45:16:296:2:236,Orona,KI236,Phoenix Islands,KI2,Kiribati,KI,2020-01-13,2020-01-13,
1603:45:16:296:2:320,320,1603:45:16:296:0,1603:45:16:296:1:3,1603:45:16:296:2:320,Teraina,KI320,Line Islands,KI3,Kiribati,KI,2020-01-13,2020-01-13,
1603:45:16:296:2:321,321,1603:45:16:296:0,1603:45:16:296:1:3,1603:45:16:296:2:321,Tabuaeran,KI321,Line Islands,KI3,Kiribati,KI,2020-01-13,2020-01-13,
1603:45:16:296:2:322,322,1603:45:16:296:0,1603:45:16:296:1:3,1603:45:16:296:2:322,Kiritimati,KI322,Line Islands,KI3,Kiribati,KI,2020-01-13,2020-01-13,
1603:45:16:296:2:325,325,1603:45:16:296:0,1603:45:16:296:1:3,1603:45:16:296:2:325,Malden,KI325,Line Islands,KI3,Kiribati,KI,2020-01-13,2020-01-13,
1603:45:16:296:2:326,326,1603:45:16:296:0,1603:45:16:296:1:3,1603:45:16:296:2:326,Starburk,KI326,Line Islands,KI3,Kiribati,KI,2020-01-13,2020-01-13,
1603:45:16:296:2:327,327,1603:45:16:296:0,1603:45:16:296:1:3,1603:45:16:296:2:327,Millenium,KI327,Line Islands,KI3,Kiribati,KI,2020-01-13,2020-01-13,
1603:45:16:296:2:328,328,1603:45:16:296:0,1603:45:16:296:1:3,1603:45:16:296:2:328,Vostok,KI328,Line Islands,KI3,Kiribati,KI,2020-01-13,2020-01-13,
1603:45:16:296:2:329,329,1603:45:16:296:0,1603:45:16:296:1:3,1603:45:16:296:2:329,Flint,KI329,Line Islands,KI3,Kiribati,KI,2020-01-13,2020-01-13,
