#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:608:2:31400000,31400000,1603:45:16:608:0,1603:45:16:608:1:30000000,1603:45:16:608:2:31400000,Bulacan,PH031400000,,,,Region III,PH030000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:34900000,34900000,1603:45:16:608:0,1603:45:16:608:1:30000000,1603:45:16:608:2:34900000,Nueva Ecija,PH034900000,,,,Region III,PH030000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:35400000,35400000,1603:45:16:608:0,1603:45:16:608:1:30000000,1603:45:16:608:2:35400000,Pampanga,PH035400000,,,,Region III,PH030000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:36900000,36900000,1603:45:16:608:0,1603:45:16:608:1:30000000,1603:45:16:608:2:36900000,Tarlac,PH036900000,,,,Region III,PH030000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:37100000,37100000,1603:45:16:608:0,1603:45:16:608:1:30000000,1603:45:16:608:2:37100000,Zambales,PH037100000,,,,Region III,PH030000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:37700000,37700000,1603:45:16:608:0,1603:45:16:608:1:30000000,1603:45:16:608:2:37700000,Aurora,PH037700000,,,,Region III,PH030000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:41000000,41000000,1603:45:16:608:0,1603:45:16:608:1:40000000,1603:45:16:608:2:41000000,Batangas,PH041000000,,,,Region IV-A,PH040000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:42100000,42100000,1603:45:16:608:0,1603:45:16:608:1:40000000,1603:45:16:608:2:42100000,Cavite,PH042100000,,,,Region IV-A,PH040000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:43400000,43400000,1603:45:16:608:0,1603:45:16:608:1:40000000,1603:45:16:608:2:43400000,Laguna,PH043400000,,,,Region IV-A,PH040000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:45600000,45600000,1603:45:16:608:0,1603:45:16:608:1:40000000,1603:45:16:608:2:45600000,Quezon,PH045600000,,,,Region IV-A,PH040000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:45800000,45800000,1603:45:16:608:0,1603:45:16:608:1:40000000,1603:45:16:608:2:45800000,Rizal,PH045800000,,,,Region IV-A,PH040000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:50500000,50500000,1603:45:16:608:0,1603:45:16:608:1:50000000,1603:45:16:608:2:50500000,Albay,PH050500000,,,,Region V,PH050000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:51600000,51600000,1603:45:16:608:0,1603:45:16:608:1:50000000,1603:45:16:608:2:51600000,Camarines Norte,PH051600000,,,,Region V,PH050000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:51700000,51700000,1603:45:16:608:0,1603:45:16:608:1:50000000,1603:45:16:608:2:51700000,Camarines Sur,PH051700000,,,,Region V,PH050000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:52000000,52000000,1603:45:16:608:0,1603:45:16:608:1:50000000,1603:45:16:608:2:52000000,Catanduanes,PH052000000,,,,Region V,PH050000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:54100000,54100000,1603:45:16:608:0,1603:45:16:608:1:50000000,1603:45:16:608:2:54100000,Masbate,PH054100000,,,,Region V,PH050000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:56200000,56200000,1603:45:16:608:0,1603:45:16:608:1:50000000,1603:45:16:608:2:56200000,Sorsogon,PH056200000,,,,Region V,PH050000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:60400000,60400000,1603:45:16:608:0,1603:45:16:608:1:60000000,1603:45:16:608:2:60400000,Aklan,PH060400000,,,,Region VI,PH060000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:60600000,60600000,1603:45:16:608:0,1603:45:16:608:1:60000000,1603:45:16:608:2:60600000,Antique,PH060600000,,,,Region VI,PH060000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:61900000,61900000,1603:45:16:608:0,1603:45:16:608:1:60000000,1603:45:16:608:2:61900000,Capiz,PH061900000,,,,Region VI,PH060000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:63000000,63000000,1603:45:16:608:0,1603:45:16:608:1:60000000,1603:45:16:608:2:63000000,Iloilo,PH063000000,,,,Region VI,PH060000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:64500000,64500000,1603:45:16:608:0,1603:45:16:608:1:60000000,1603:45:16:608:2:64500000,Negros Occidental,PH064500000,,,,Region VI,PH060000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:67900000,67900000,1603:45:16:608:0,1603:45:16:608:1:60000000,1603:45:16:608:2:67900000,Guimaras,PH067900000,,,,Region VI,PH060000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:71200000,71200000,1603:45:16:608:0,1603:45:16:608:1:70000000,1603:45:16:608:2:71200000,Bohol,PH071200000,,,,Region VII,PH070000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:72200000,72200000,1603:45:16:608:0,1603:45:16:608:1:70000000,1603:45:16:608:2:72200000,Cebu,PH072200000,,,,Region VII,PH070000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:74600000,74600000,1603:45:16:608:0,1603:45:16:608:1:70000000,1603:45:16:608:2:74600000,Negros Oriental,PH074600000,,,,Region VII,PH070000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:76100000,76100000,1603:45:16:608:0,1603:45:16:608:1:70000000,1603:45:16:608:2:76100000,Siquijor,PH076100000,,,,Region VII,PH070000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:82600000,82600000,1603:45:16:608:0,1603:45:16:608:1:80000000,1603:45:16:608:2:82600000,Eastern Samar,PH082600000,,,,Region VIII,PH080000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:83700000,83700000,1603:45:16:608:0,1603:45:16:608:1:80000000,1603:45:16:608:2:83700000,Leyte,PH083700000,,,,Region VIII,PH080000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:84800000,84800000,1603:45:16:608:0,1603:45:16:608:1:80000000,1603:45:16:608:2:84800000,Northern Samar,PH084800000,,,,Region VIII,PH080000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:86000000,86000000,1603:45:16:608:0,1603:45:16:608:1:80000000,1603:45:16:608:2:86000000,Samar,PH086000000,,,,Region VIII,PH080000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:86400000,86400000,1603:45:16:608:0,1603:45:16:608:1:80000000,1603:45:16:608:2:86400000,Southern Leyte,PH086400000,,,,Region VIII,PH080000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:87800000,87800000,1603:45:16:608:0,1603:45:16:608:1:80000000,1603:45:16:608:2:87800000,Biliran,PH087800000,,,,Region VIII,PH080000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:97200000,97200000,1603:45:16:608:0,1603:45:16:608:1:90000000,1603:45:16:608:2:97200000,Zamboanga del Norte,PH097200000,,,,Region IX,PH090000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:97300000,97300000,1603:45:16:608:0,1603:45:16:608:1:90000000,1603:45:16:608:2:97300000,Zamboanga del Sur,PH097300000,,,,Region IX,PH090000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:98300000,98300000,1603:45:16:608:0,1603:45:16:608:1:90000000,1603:45:16:608:2:98300000,Zamboanga Sibugay,PH098300000,,,,Region IX,PH090000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:99700000,99700000,1603:45:16:608:0,1603:45:16:608:1:90000000,1603:45:16:608:2:99700000,City of Isabela,PH099700000,,,,Region IX,PH090000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:101300000,101300000,1603:45:16:608:0,1603:45:16:608:1:100000000,1603:45:16:608:2:101300000,Bukidnon,PH101300000,,,,Region X,PH100000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:101800000,101800000,1603:45:16:608:0,1603:45:16:608:1:100000000,1603:45:16:608:2:101800000,Camiguin,PH101800000,,,,Region X,PH100000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:103500000,103500000,1603:45:16:608:0,1603:45:16:608:1:100000000,1603:45:16:608:2:103500000,Lanao del Norte,PH103500000,,,,Region X,PH100000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:104200000,104200000,1603:45:16:608:0,1603:45:16:608:1:100000000,1603:45:16:608:2:104200000,Misamis Occidental,PH104200000,,,,Region X,PH100000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:104300000,104300000,1603:45:16:608:0,1603:45:16:608:1:100000000,1603:45:16:608:2:104300000,Misamis Oriental,PH104300000,,,,Region X,PH100000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:112300000,112300000,1603:45:16:608:0,1603:45:16:608:1:110000000,1603:45:16:608:2:112300000,Davao del Norte,PH112300000,,,,Region XI,PH110000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:112400000,112400000,1603:45:16:608:0,1603:45:16:608:1:110000000,1603:45:16:608:2:112400000,Davao del Sur,PH112400000,,,,Region XI,PH110000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:112500000,112500000,1603:45:16:608:0,1603:45:16:608:1:110000000,1603:45:16:608:2:112500000,Davao Oriental,PH112500000,,,,Region XI,PH110000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:118200000,118200000,1603:45:16:608:0,1603:45:16:608:1:110000000,1603:45:16:608:2:118200000,Compostela Valley,PH118200000,,,,Region XI,PH110000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:118600000,118600000,1603:45:16:608:0,1603:45:16:608:1:110000000,1603:45:16:608:2:118600000,Davao Occidental,PH118600000,,,,Region XI,PH110000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:124700000,124700000,1603:45:16:608:0,1603:45:16:608:1:120000000,1603:45:16:608:2:124700000,Cotabato,PH124700000,,,,Region XII,PH120000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:126300000,126300000,1603:45:16:608:0,1603:45:16:608:1:120000000,1603:45:16:608:2:126300000,South Cotabato,PH126300000,,,,Region XII,PH120000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:126500000,126500000,1603:45:16:608:0,1603:45:16:608:1:120000000,1603:45:16:608:2:126500000,Sultan Kudarat,PH126500000,,,,Region XII,PH120000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:128000000,128000000,1603:45:16:608:0,1603:45:16:608:1:120000000,1603:45:16:608:2:128000000,Sarangani,PH128000000,,,,Region XII,PH120000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:129800000,129800000,1603:45:16:608:0,1603:45:16:608:1:120000000,1603:45:16:608:2:129800000,Cotabato City,PH129800000,,,,Region XII,PH120000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:133900000,133900000,1603:45:16:608:0,1603:45:16:608:1:130000000,1603:45:16:608:2:133900000,"NCR, City of Manila, First District",PH133900000,,,,National Capital Region,PH130000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:137400000,137400000,1603:45:16:608:0,1603:45:16:608:1:130000000,1603:45:16:608:2:137400000,"NCR, Second District",PH137400000,,,,National Capital Region,PH130000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:137500000,137500000,1603:45:16:608:0,1603:45:16:608:1:130000000,1603:45:16:608:2:137500000,"NCR, Third District",PH137500000,,,,National Capital Region,PH130000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:137600000,137600000,1603:45:16:608:0,1603:45:16:608:1:130000000,1603:45:16:608:2:137600000,"NCR, Fourth District",PH137600000,,,,National Capital Region,PH130000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:140100000,140100000,1603:45:16:608:0,1603:45:16:608:1:140000000,1603:45:16:608:2:140100000,Abra,PH140100000,,,,Cordillera Administrative Region,PH140000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:141100000,141100000,1603:45:16:608:0,1603:45:16:608:1:140000000,1603:45:16:608:2:141100000,Benguet,PH141100000,,,,Cordillera Administrative Region,PH140000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:142700000,142700000,1603:45:16:608:0,1603:45:16:608:1:140000000,1603:45:16:608:2:142700000,Ifugao,PH142700000,,,,Cordillera Administrative Region,PH140000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:143200000,143200000,1603:45:16:608:0,1603:45:16:608:1:140000000,1603:45:16:608:2:143200000,Kalinga,PH143200000,,,,Cordillera Administrative Region,PH140000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:144400000,144400000,1603:45:16:608:0,1603:45:16:608:1:140000000,1603:45:16:608:2:144400000,Mountain Province,PH144400000,,,,Cordillera Administrative Region,PH140000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:148100000,148100000,1603:45:16:608:0,1603:45:16:608:1:140000000,1603:45:16:608:2:148100000,Apayao,PH148100000,,,,Cordillera Administrative Region,PH140000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:150700000,150700000,1603:45:16:608:0,1603:45:16:608:1:150000000,1603:45:16:608:2:150700000,Basilan,PH150700000,,,,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:153600000,153600000,1603:45:16:608:0,1603:45:16:608:1:150000000,1603:45:16:608:2:153600000,Lanao del Sur,PH153600000,,,,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:153800000,153800000,1603:45:16:608:0,1603:45:16:608:1:150000000,1603:45:16:608:2:153800000,Maguindanao,PH153800000,,,,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:156600000,156600000,1603:45:16:608:0,1603:45:16:608:1:150000000,1603:45:16:608:2:156600000,Sulu,PH156600000,,,,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:157000000,157000000,1603:45:16:608:0,1603:45:16:608:1:150000000,1603:45:16:608:2:157000000,Tawi-Tawi,PH157000000,,,,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:160200000,160200000,1603:45:16:608:0,1603:45:16:608:1:160000000,1603:45:16:608:2:160200000,Agusan del Norte,PH160200000,,,,Region XIII,PH160000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:160300000,160300000,1603:45:16:608:0,1603:45:16:608:1:160000000,1603:45:16:608:2:160300000,Agusan del Sur,PH160300000,,,,Region XIII,PH160000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:166700000,166700000,1603:45:16:608:0,1603:45:16:608:1:160000000,1603:45:16:608:2:166700000,Surigao del Norte,PH166700000,,,,Region XIII,PH160000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:166800000,166800000,1603:45:16:608:0,1603:45:16:608:1:160000000,1603:45:16:608:2:166800000,Surigao del Sur,PH166800000,,,,Region XIII,PH160000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:168500000,168500000,1603:45:16:608:0,1603:45:16:608:1:160000000,1603:45:16:608:2:168500000,Dinagat Islands,PH168500000,,,,Region XIII,PH160000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:174000000,174000000,1603:45:16:608:0,1603:45:16:608:1:170000000,1603:45:16:608:2:174000000,Marinduque,PH174000000,,,,Region IV-B,PH170000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:175100000,175100000,1603:45:16:608:0,1603:45:16:608:1:170000000,1603:45:16:608:2:175100000,Occidental Mindoro,PH175100000,,,,Region IV-B,PH170000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:175200000,175200000,1603:45:16:608:0,1603:45:16:608:1:170000000,1603:45:16:608:2:175200000,Oriental Mindoro,PH175200000,,,,Region IV-B,PH170000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:175300000,175300000,1603:45:16:608:0,1603:45:16:608:1:170000000,1603:45:16:608:2:175300000,Palawan,PH175300000,,,,Region IV-B,PH170000000,Philippines (the),PH,2018-02-09,2021-12-24,
1603:45:16:608:2:175900000,175900000,1603:45:16:608:0,1603:45:16:608:1:170000000,1603:45:16:608:2:175900000,Romblon,PH175900000,,,,Region IV-B,PH170000000,Philippines (the),PH,2018-02-09,2021-12-24,
