qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,eng-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:478:2:302,302,1603:45:16:478:0,1603:45:16:478:1:3,1603:45:16:478:2:302,Bababe,MR0302,Brakna,MR03,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:303,303,1603:45:16:478:0,1603:45:16:478:1:3,1603:45:16:478:2:303,Boghe,MR0303,Brakna,MR03,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:304,304,1603:45:16:478:0,1603:45:16:478:1:3,1603:45:16:478:2:304,Magta lahjar,MR0304,Brakna,MR03,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:305,305,1603:45:16:478:0,1603:45:16:478:1:3,1603:45:16:478:2:305,M'Bagne,MR0305,Brakna,MR03,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:401,401,1603:45:16:478:0,1603:45:16:478:1:4,1603:45:16:478:2:401,Chami,MR0401,Dakhlet-Nouadhibou,MR04,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:402,402,1603:45:16:478:0,1603:45:16:478:1:4,1603:45:16:478:2:402,Nouadhibou,MR0402,Dakhlet-Nouadhibou,MR04,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:501,501,1603:45:16:478:0,1603:45:16:478:1:5,1603:45:16:478:2:501,Kaedi,MR0501,Gorgol,MR05,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:502,502,1603:45:16:478:0,1603:45:16:478:1:5,1603:45:16:478:2:502,Maghama,MR0502,Gorgol,MR05,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:503,503,1603:45:16:478:0,1603:45:16:478:1:5,1603:45:16:478:2:503,M'bout,MR0503,Gorgol,MR05,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:504,504,1603:45:16:478:0,1603:45:16:478:1:5,1603:45:16:478:2:504,Monguel,MR0504,Gorgol,MR05,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:601,601,1603:45:16:478:0,1603:45:16:478:1:6,1603:45:16:478:2:601,Ghabou,MR0601,Guidimakha,MR06,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:602,602,1603:45:16:478:0,1603:45:16:478:1:6,1603:45:16:478:2:602,Ould Yenge,MR0602,Guidimakha,MR06,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:603,603,1603:45:16:478:0,1603:45:16:478:1:6,1603:45:16:478:2:603,Selibabi,MR0603,Guidimakha,MR06,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:701,701,1603:45:16:478:0,1603:45:16:478:1:7,1603:45:16:478:2:701,Amourj,MR0701,Hodh El Chargi,MR07,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:702,702,1603:45:16:478:0,1603:45:16:478:1:7,1603:45:16:478:2:702,Basseknou,MR0702,Hodh El Chargi,MR07,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:703,703,1603:45:16:478:0,1603:45:16:478:1:7,1603:45:16:478:2:703,Djigueni,MR0703,Hodh El Chargi,MR07,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:704,704,1603:45:16:478:0,1603:45:16:478:1:7,1603:45:16:478:2:704,Moughataa d'Enneama,MR0704,Hodh El Chargi,MR07,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:705,705,1603:45:16:478:0,1603:45:16:478:1:7,1603:45:16:478:2:705,N'beiket Lehouach,MR0705,Hodh El Chargi,MR07,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:706,706,1603:45:16:478:0,1603:45:16:478:1:7,1603:45:16:478:2:706,Oualata,MR0706,Hodh El Chargi,MR07,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:707,707,1603:45:16:478:0,1603:45:16:478:1:7,1603:45:16:478:2:707,Timbedgha,MR0707,Hodh El Chargi,MR07,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:801,801,1603:45:16:478:0,1603:45:16:478:1:8,1603:45:16:478:2:801,Eayoune El Atrous,MR0801,Hodh El Gharbi,MR08,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:802,802,1603:45:16:478:0,1603:45:16:478:1:8,1603:45:16:478:2:802,Koubenni,MR0802,Hodh El Gharbi,MR08,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:803,803,1603:45:16:478:0,1603:45:16:478:1:8,1603:45:16:478:2:803,Tamchekett,MR0803,Hodh El Gharbi,MR08,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:804,804,1603:45:16:478:0,1603:45:16:478:1:8,1603:45:16:478:2:804,Tintane,MR0804,Hodh El Gharbi,MR08,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:901,901,1603:45:16:478:0,1603:45:16:478:1:9,1603:45:16:478:2:901,Akjoujt,MR0901,Inchiri,MR09,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:902,902,1603:45:16:478:0,1603:45:16:478:1:9,1603:45:16:478:2:902,Benichab,MR0902,Inchiri,MR09,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:1001,1001,1603:45:16:478:0,1603:45:16:478:1:10,1603:45:16:478:2:1001,Arafat,MR1001,Nouakchott,MR10,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:1002,1002,1603:45:16:478:0,1603:45:16:478:1:10,1603:45:16:478:2:1002,Dar Naim,MR1002,Nouakchott,MR10,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:1003,1003,1603:45:16:478:0,1603:45:16:478:1:10,1603:45:16:478:2:1003,El Mina,MR1003,Nouakchott,MR10,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:1004,1004,1603:45:16:478:0,1603:45:16:478:1:10,1603:45:16:478:2:1004,Ksar,MR1004,Nouakchott,MR10,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:1005,1005,1603:45:16:478:0,1603:45:16:478:1:10,1603:45:16:478:2:1005,Riyadh,MR1005,Nouakchott,MR10,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:1006,1006,1603:45:16:478:0,1603:45:16:478:1:10,1603:45:16:478:2:1006,Sebkha,MR1006,Nouakchott,MR10,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:1007,1007,1603:45:16:478:0,1603:45:16:478:1:10,1603:45:16:478:2:1007,Tevragh Zein,MR1007,Nouakchott,MR10,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:1008,1008,1603:45:16:478:0,1603:45:16:478:1:10,1603:45:16:478:2:1008,Teyarett,MR1008,Nouakchott,MR10,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:1009,1009,1603:45:16:478:0,1603:45:16:478:1:10,1603:45:16:478:2:1009,Toujounine,MR1009,Nouakchott,MR10,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:1101,1101,1603:45:16:478:0,1603:45:16:478:1:11,1603:45:16:478:2:1101,El Mejrya,MR1101,Tagant,MR11,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:1102,1102,1603:45:16:478:0,1603:45:16:478:1:11,1603:45:16:478:2:1102,Tichitt,MR1102,Tagant,MR11,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:1103,1103,1603:45:16:478:0,1603:45:16:478:1:11,1603:45:16:478:2:1103,Tijigja,MR1103,Tagant,MR11,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:1201,1201,1603:45:16:478:0,1603:45:16:478:1:12,1603:45:16:478:2:1201,Boutilimitt,MR1201,Trarza,MR12,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:1202,1202,1603:45:16:478:0,1603:45:16:478:1:12,1603:45:16:478:2:1202,Keur Macene,MR1202,Trarza,MR12,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:1203,1203,1603:45:16:478:0,1603:45:16:478:1:12,1603:45:16:478:2:1203,Mederdra,MR1203,Trarza,MR12,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:1204,1204,1603:45:16:478:0,1603:45:16:478:1:12,1603:45:16:478:2:1204,Ouad Naga,MR1204,Trarza,MR12,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:1205,1205,1603:45:16:478:0,1603:45:16:478:1:12,1603:45:16:478:2:1205,R'Kiz,MR1205,Trarza,MR12,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:1206,1206,1603:45:16:478:0,1603:45:16:478:1:12,1603:45:16:478:2:1206,Rosso,MR1206,Trarza,MR12,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:1301,1301,1603:45:16:478:0,1603:45:16:478:1:13,1603:45:16:478:2:1301,Bir Moghrein,MR1301,Tris-Zemmour,MR13,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:1302,1302,1603:45:16:478:0,1603:45:16:478:1:13,1603:45:16:478:2:1302,F'Derick,MR1302,Tris-Zemmour,MR13,Mauritania,MR,2017-08-09,2022-03-23,
1603:45:16:478:2:1303,1303,1603:45:16:478:0,1603:45:16:478:1:13,1603:45:16:478:2:1303,Zoueratt,MR1303,Tris-Zemmour,MR13,Mauritania,MR,2017-08-09,2022-03-23,
