qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,eng-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:710:2:215,215,1603:45:16:710:0,1603:45:16:710:1:2,1603:45:16:710:2:215,O.R.Tambo,ZA215,Eastern Cape,ZA2,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:244,244,1603:45:16:710:0,1603:45:16:710:1:2,1603:45:16:710:2:244,Alfred Nzo,ZA244,Eastern Cape,ZA2,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:292,292,1603:45:16:710:0,1603:45:16:710:1:2,1603:45:16:710:2:292,Buffalo City,ZA292,Eastern Cape,ZA2,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:293,293,1603:45:16:710:0,1603:45:16:710:1:2,1603:45:16:710:2:293,Nelson Mandela Bay,ZA293,Eastern Cape,ZA2,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:306,306,1603:45:16:710:0,1603:45:16:710:1:3,1603:45:16:710:2:306,Namakwa,ZA306,Nothern Cape,ZA3,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:307,307,1603:45:16:710:0,1603:45:16:710:1:3,1603:45:16:710:2:307,Pixley ka Seme,ZA307,Nothern Cape,ZA3,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:308,308,1603:45:16:710:0,1603:45:16:710:1:3,1603:45:16:710:2:308,Z F Mgcawu,ZA308,Nothern Cape,ZA3,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:309,309,1603:45:16:710:0,1603:45:16:710:1:3,1603:45:16:710:2:309,Frances Baard,ZA309,Nothern Cape,ZA3,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:345,345,1603:45:16:710:0,1603:45:16:710:1:3,1603:45:16:710:2:345,John Taolo Gaetsewe,ZA345,Nothern Cape,ZA3,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:416,416,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:416,Xhariep,ZA416,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:418,418,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:419,419,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:419,Thabo Mofutsanyane,ZA419,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:420,420,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:420,Fezile Dabi,ZA420,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:494,494,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:494,Mangaung,ZA494,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:521,521,1603:45:16:710:0,1603:45:16:710:1:5,1603:45:16:710:2:521,Ugu,ZA521,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:522,522,1603:45:16:710:0,1603:45:16:710:1:5,1603:45:16:710:2:522,Umgungundlovu,ZA522,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:523,523,1603:45:16:710:0,1603:45:16:710:1:5,1603:45:16:710:2:523,Uthukela,ZA523,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:524,524,1603:45:16:710:0,1603:45:16:710:1:5,1603:45:16:710:2:524,Umzinyathi,ZA524,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:525,525,1603:45:16:710:0,1603:45:16:710:1:5,1603:45:16:710:2:525,Amajuba,ZA525,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:526,526,1603:45:16:710:0,1603:45:16:710:1:5,1603:45:16:710:2:526,Zululand,ZA526,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:527,527,1603:45:16:710:0,1603:45:16:710:1:5,1603:45:16:710:2:527,Umkhanyakude,ZA527,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:528,528,1603:45:16:710:0,1603:45:16:710:1:5,1603:45:16:710:2:528,Uthungulu,ZA528,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:529,529,1603:45:16:710:0,1603:45:16:710:1:5,1603:45:16:710:2:529,iLembe,ZA529,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:543,543,1603:45:16:710:0,1603:45:16:710:1:5,1603:45:16:710:2:543,Sisonke,ZA543,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:595,595,1603:45:16:710:0,1603:45:16:710:1:5,1603:45:16:710:2:595,eThekwini,ZA595,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:637,637,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:637,Bojanala,ZA637,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:638,638,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:639,639,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:639,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:640,640,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:640,Dr Kenneth Kaunda,ZA640,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:742,742,1603:45:16:710:0,1603:45:16:710:1:7,1603:45:16:710:2:742,Sedibeng,ZA742,Gauteng,ZA7,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:748,748,1603:45:16:710:0,1603:45:16:710:1:7,1603:45:16:710:2:748,West Rand,ZA748,Gauteng,ZA7,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:797,797,1603:45:16:710:0,1603:45:16:710:1:7,1603:45:16:710:2:797,Ekurhuleni,ZA797,Gauteng,ZA7,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:798,798,1603:45:16:710:0,1603:45:16:710:1:7,1603:45:16:710:2:798,City of Johannesburg,ZA798,Gauteng,ZA7,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:799,799,1603:45:16:710:0,1603:45:16:710:1:7,1603:45:16:710:2:799,City of Tshwane,ZA799,Gauteng,ZA7,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:830,830,1603:45:16:710:0,1603:45:16:710:1:8,1603:45:16:710:2:830,Gert Sibande,ZA830,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:831,831,1603:45:16:710:0,1603:45:16:710:1:8,1603:45:16:710:2:831,Nkangala,ZA831,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:832,832,1603:45:16:710:0,1603:45:16:710:1:8,1603:45:16:710:2:832,Ehlanzeni,ZA832,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:933,933,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:933,Mopani,ZA933,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:934,934,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:934,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:935,935,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:935,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:936,936,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:936,Waterberg,ZA936,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:2:947,947,1603:45:16:710:0,1603:45:16:710:1:9,1603:45:16:710:2:947,Sekhukhune,ZA947,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
