#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Cocoa Dan,LC09090120000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Coolie Town,LC09090130000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
De Mailly,LC09090140000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Derierre Morne,LC09090150000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Eau Piquant/St Urbain,LC09090160000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Esperance,LC09090170000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Fond Sabot,LC09090180000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Grace,LC09090190000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Woodlands,LC09090190300,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Hope Estate,LC09090220000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Industrial Estate,LC09090230000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Hewanorra Orchard,LC09090240000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Joyeux,LC09090250000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
La Resource,LC09090260000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Docamel/La Resource,LC09090260100,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
La Retraite,LC09090270000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
La Tourney/Cedar Heights,LC09090280000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Maganier,LC09090300000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Morne Cayenne,LC09090330000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Morne Vert,LC09090340000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Moule A Chique,LC09090350000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Pierrot,LC09090360000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Tete Morne/Morne Andrew,LC09090360100,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Plut,LC09090370000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Pomme,LC09090380000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Bruceville/Shanty Town,LC09090400000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
St Jude'S Highway,LC09090410000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Town,LC09090430000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Westall Group/The Mangue,LC09090433300,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Vieux Fort/Laborie Highway,LC09090440000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Viancelle,LC09090440100,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Vige',LC09090510000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
En Bamboo,LC09090520000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Fond Capeche,LC09090530000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Cacoa,LC09090540000,,,,Vieux-Fort,LC09,Saint Lucia,LC,2019-05-01,2019-05-08,
Anbre,LC10100010000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Anse Ger,LC10100030000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Beauchamp,LC10100060000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Catter Beaufond,LC10100070000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Blanchard,LC10100090000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Chique/Blanchard,LC10100090200,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Gomier,LC10100090300,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Gouette,LC10100090400,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Lezy,LC10100090500,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Morne Vient,LC10100090600,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Calypso,LC10100110000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Canelles,LC10100120000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Carriere,LC10100130000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Cazuca,LC10100140000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Delomel,LC10100160000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Desruisseaux,LC10100170000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
En Mango,LC10100170300,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Fond/Desruisseaux,LC10100170400,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
London Road,LC10100170500,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Dugard,LC10100180000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Fond Dor/Dugard,LC10100180100,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Escap,LC10100210000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Fond Estate,LC10100240000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Galba,LC10100260000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
La Courville,LC10100280000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
La Fille,LC10100290000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
La Pointe,LC10100300000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Latille,LC10100310000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
L'Eau Mineau,LC10100320000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Lombard,LC10100330000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Mahaut,LC10100340000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Malgretoute,LC10100350000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Mamiku,LC10100360000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Mon Repos,LC10100370000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Moreau,LC10100380000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Myette Gardens,LC10100400000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
New Village,LC10100410000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Palmiste Estate,LC10100420000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Patience,LC10100430000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Coolie Town,LC10100430100,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Planard,LC10100460000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Praslin,LC10100470000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
Rouarne,LC10100480000,,,,Micoud,LC10,Saint Lucia,LC,2019-05-01,2019-05-08,
