qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,eng-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:566:2:3010,3010,1603:45:16:566:0,1603:45:16:566:1:3,1603:45:16:566:2:3010,Ibiono Ibom,NG003010,Akwa Ibom,NG003,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:3011,3011,1603:45:16:566:0,1603:45:16:566:1:3,1603:45:16:566:2:3011,Ika,NG003011,Akwa Ibom,NG003,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:3012,3012,1603:45:16:566:0,1603:45:16:566:1:3,1603:45:16:566:2:3012,Ikono,NG003012,Akwa Ibom,NG003,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:3013,3013,1603:45:16:566:0,1603:45:16:566:1:3,1603:45:16:566:2:3013,Ikot Abasi,NG003013,Akwa Ibom,NG003,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:3014,3014,1603:45:16:566:0,1603:45:16:566:1:3,1603:45:16:566:2:3014,Ikot Ekpene,NG003014,Akwa Ibom,NG003,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:3015,3015,1603:45:16:566:0,1603:45:16:566:1:3,1603:45:16:566:2:3015,Ini,NG003015,Akwa Ibom,NG003,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:3016,3016,1603:45:16:566:0,1603:45:16:566:1:3,1603:45:16:566:2:3016,Itu,NG003016,Akwa Ibom,NG003,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:3017,3017,1603:45:16:566:0,1603:45:16:566:1:3,1603:45:16:566:2:3017,Mbo,NG003017,Akwa Ibom,NG003,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:3018,3018,1603:45:16:566:0,1603:45:16:566:1:3,1603:45:16:566:2:3018,Mkpat Enin,NG003018,Akwa Ibom,NG003,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:3019,3019,1603:45:16:566:0,1603:45:16:566:1:3,1603:45:16:566:2:3019,Nsit Atai,NG003019,Akwa Ibom,NG003,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:3020,3020,1603:45:16:566:0,1603:45:16:566:1:3,1603:45:16:566:2:3020,Nsit Ibom,NG003020,Akwa Ibom,NG003,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:3021,3021,1603:45:16:566:0,1603:45:16:566:1:3,1603:45:16:566:2:3021,Nsit Ubium,NG003021,Akwa Ibom,NG003,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:3022,3022,1603:45:16:566:0,1603:45:16:566:1:3,1603:45:16:566:2:3022,Obot Akara,NG003022,Akwa Ibom,NG003,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:3023,3023,1603:45:16:566:0,1603:45:16:566:1:3,1603:45:16:566:2:3023,Okobo,NG003023,Akwa Ibom,NG003,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:3024,3024,1603:45:16:566:0,1603:45:16:566:1:3,1603:45:16:566:2:3024,Onna,NG003024,Akwa Ibom,NG003,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:3025,3025,1603:45:16:566:0,1603:45:16:566:1:3,1603:45:16:566:2:3025,Oron,NG003025,Akwa Ibom,NG003,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:3026,3026,1603:45:16:566:0,1603:45:16:566:1:3,1603:45:16:566:2:3026,Oruk Anam,NG003026,Akwa Ibom,NG003,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:3027,3027,1603:45:16:566:0,1603:45:16:566:1:3,1603:45:16:566:2:3027,Udung Uko,NG003027,Akwa Ibom,NG003,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:3028,3028,1603:45:16:566:0,1603:45:16:566:1:3,1603:45:16:566:2:3028,Ukanafun,NG003028,Akwa Ibom,NG003,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:3029,3029,1603:45:16:566:0,1603:45:16:566:1:3,1603:45:16:566:2:3029,Uruan,NG003029,Akwa Ibom,NG003,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:3030,3030,1603:45:16:566:0,1603:45:16:566:1:3,1603:45:16:566:2:3030,Urue-Offong/Oruko,NG003030,Akwa Ibom,NG003,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:3031,3031,1603:45:16:566:0,1603:45:16:566:1:3,1603:45:16:566:2:3031,Uyo,NG003031,Akwa Ibom,NG003,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:4001,4001,1603:45:16:566:0,1603:45:16:566:1:4,1603:45:16:566:2:4001,Aguata,NG004001,Anambra,NG004,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:4002,4002,1603:45:16:566:0,1603:45:16:566:1:4,1603:45:16:566:2:4002,Anambra East,NG004002,Anambra,NG004,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:4003,4003,1603:45:16:566:0,1603:45:16:566:1:4,1603:45:16:566:2:4003,Anambra West,NG004003,Anambra,NG004,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:4004,4004,1603:45:16:566:0,1603:45:16:566:1:4,1603:45:16:566:2:4004,Anaocha,NG004004,Anambra,NG004,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:4005,4005,1603:45:16:566:0,1603:45:16:566:1:4,1603:45:16:566:2:4005,Awka North,NG004005,Anambra,NG004,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:4006,4006,1603:45:16:566:0,1603:45:16:566:1:4,1603:45:16:566:2:4006,Awka South,NG004006,Anambra,NG004,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:4007,4007,1603:45:16:566:0,1603:45:16:566:1:4,1603:45:16:566:2:4007,Ayamelum,NG004007,Anambra,NG004,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:4008,4008,1603:45:16:566:0,1603:45:16:566:1:4,1603:45:16:566:2:4008,Dunukofia,NG004008,Anambra,NG004,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:4009,4009,1603:45:16:566:0,1603:45:16:566:1:4,1603:45:16:566:2:4009,Ekwusigo,NG004009,Anambra,NG004,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:4010,4010,1603:45:16:566:0,1603:45:16:566:1:4,1603:45:16:566:2:4010,Idemili North,NG004010,Anambra,NG004,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:4011,4011,1603:45:16:566:0,1603:45:16:566:1:4,1603:45:16:566:2:4011,Idemili South,NG004011,Anambra,NG004,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:4012,4012,1603:45:16:566:0,1603:45:16:566:1:4,1603:45:16:566:2:4012,Ihiala,NG004012,Anambra,NG004,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:4013,4013,1603:45:16:566:0,1603:45:16:566:1:4,1603:45:16:566:2:4013,Njikoka,NG004013,Anambra,NG004,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:4014,4014,1603:45:16:566:0,1603:45:16:566:1:4,1603:45:16:566:2:4014,Nnewi North,NG004014,Anambra,NG004,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:4015,4015,1603:45:16:566:0,1603:45:16:566:1:4,1603:45:16:566:2:4015,Nnewi South,NG004015,Anambra,NG004,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:4016,4016,1603:45:16:566:0,1603:45:16:566:1:4,1603:45:16:566:2:4016,Ogbaru,NG004016,Anambra,NG004,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:4017,4017,1603:45:16:566:0,1603:45:16:566:1:4,1603:45:16:566:2:4017,Onitsha North,NG004017,Anambra,NG004,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:4018,4018,1603:45:16:566:0,1603:45:16:566:1:4,1603:45:16:566:2:4018,Onitsha South,NG004018,Anambra,NG004,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:4019,4019,1603:45:16:566:0,1603:45:16:566:1:4,1603:45:16:566:2:4019,Orumba North,NG004019,Anambra,NG004,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:4020,4020,1603:45:16:566:0,1603:45:16:566:1:4,1603:45:16:566:2:4020,Orumba South,NG004020,Anambra,NG004,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:4021,4021,1603:45:16:566:0,1603:45:16:566:1:4,1603:45:16:566:2:4021,Oyi,NG004021,Anambra,NG004,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:5001,5001,1603:45:16:566:0,1603:45:16:566:1:5,1603:45:16:566:2:5001,Alkaleri,NG005001,Bauchi,NG005,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:5002,5002,1603:45:16:566:0,1603:45:16:566:1:5,1603:45:16:566:2:5002,Bauchi,NG005002,Bauchi,NG005,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:5003,5003,1603:45:16:566:0,1603:45:16:566:1:5,1603:45:16:566:2:5003,Bogoro,NG005003,Bauchi,NG005,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:5004,5004,1603:45:16:566:0,1603:45:16:566:1:5,1603:45:16:566:2:5004,Damban,NG005004,Bauchi,NG005,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:5005,5005,1603:45:16:566:0,1603:45:16:566:1:5,1603:45:16:566:2:5005,Darazo,NG005005,Bauchi,NG005,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:5006,5006,1603:45:16:566:0,1603:45:16:566:1:5,1603:45:16:566:2:5006,Dass,NG005006,Bauchi,NG005,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:5007,5007,1603:45:16:566:0,1603:45:16:566:1:5,1603:45:16:566:2:5007,Gamawa,NG005007,Bauchi,NG005,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:5008,5008,1603:45:16:566:0,1603:45:16:566:1:5,1603:45:16:566:2:5008,Ganjuwa,NG005008,Bauchi,NG005,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:5009,5009,1603:45:16:566:0,1603:45:16:566:1:5,1603:45:16:566:2:5009,Giade,NG005009,Bauchi,NG005,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:5010,5010,1603:45:16:566:0,1603:45:16:566:1:5,1603:45:16:566:2:5010,Itas/Gadau,NG005010,Bauchi,NG005,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:5011,5011,1603:45:16:566:0,1603:45:16:566:1:5,1603:45:16:566:2:5011,Jama'are,NG005011,Bauchi,NG005,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:5012,5012,1603:45:16:566:0,1603:45:16:566:1:5,1603:45:16:566:2:5012,Katagum,NG005012,Bauchi,NG005,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:5013,5013,1603:45:16:566:0,1603:45:16:566:1:5,1603:45:16:566:2:5013,Kirfi,NG005013,Bauchi,NG005,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:5014,5014,1603:45:16:566:0,1603:45:16:566:1:5,1603:45:16:566:2:5014,Misau,NG005014,Bauchi,NG005,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:5015,5015,1603:45:16:566:0,1603:45:16:566:1:5,1603:45:16:566:2:5015,Ningi,NG005015,Bauchi,NG005,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:5016,5016,1603:45:16:566:0,1603:45:16:566:1:5,1603:45:16:566:2:5016,Shira,NG005016,Bauchi,NG005,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:5017,5017,1603:45:16:566:0,1603:45:16:566:1:5,1603:45:16:566:2:5017,Tafawa-Balewa,NG005017,Bauchi,NG005,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:5018,5018,1603:45:16:566:0,1603:45:16:566:1:5,1603:45:16:566:2:5018,Toro,NG005018,Bauchi,NG005,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:5019,5019,1603:45:16:566:0,1603:45:16:566:1:5,1603:45:16:566:2:5019,Warji,NG005019,Bauchi,NG005,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:5020,5020,1603:45:16:566:0,1603:45:16:566:1:5,1603:45:16:566:2:5020,Zaki,NG005020,Bauchi,NG005,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:6001,6001,1603:45:16:566:0,1603:45:16:566:1:6,1603:45:16:566:2:6001,Brass,NG006001,Bayelsa,NG006,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:6002,6002,1603:45:16:566:0,1603:45:16:566:1:6,1603:45:16:566:2:6002,Ekeremor,NG006002,Bayelsa,NG006,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:6003,6003,1603:45:16:566:0,1603:45:16:566:1:6,1603:45:16:566:2:6003,Kolokuma/Opokuma,NG006003,Bayelsa,NG006,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:6004,6004,1603:45:16:566:0,1603:45:16:566:1:6,1603:45:16:566:2:6004,Nembe,NG006004,Bayelsa,NG006,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:6005,6005,1603:45:16:566:0,1603:45:16:566:1:6,1603:45:16:566:2:6005,Ogbia,NG006005,Bayelsa,NG006,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:6006,6006,1603:45:16:566:0,1603:45:16:566:1:6,1603:45:16:566:2:6006,Sagbama,NG006006,Bayelsa,NG006,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:6007,6007,1603:45:16:566:0,1603:45:16:566:1:6,1603:45:16:566:2:6007,Southern Ijaw,NG006007,Bayelsa,NG006,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:6008,6008,1603:45:16:566:0,1603:45:16:566:1:6,1603:45:16:566:2:6008,Yenegoa,NG006008,Bayelsa,NG006,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7001,7001,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7001,Ado,NG007001,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7002,7002,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7002,Agatu,NG007002,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7003,7003,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7003,Apa,NG007003,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7004,7004,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7004,Buruku,NG007004,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7005,7005,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7005,Gboko,NG007005,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7006,7006,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7006,Guma,NG007006,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7007,7007,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7007,Gwer East,NG007007,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7008,7008,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7008,Gwer West,NG007008,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7009,7009,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7009,Katsina-Ala,NG007009,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7010,7010,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7010,Konshisha,NG007010,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7011,7011,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7011,Kwande,NG007011,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7012,7012,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7012,Logo,NG007012,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
1603:45:16:566:2:7013,7013,1603:45:16:566:0,1603:45:16:566:1:7,1603:45:16:566:2:7013,Makurdi,NG007013,Benue,NG007,Nigeria,NG,2017-02-23,2020-04-22,
