qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,eng-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:116:2:307,307,1603:45:16:116:0,1603:45:16:116:1:3,1603:45:16:116:2:307,Kang Meas,KH0307,Kampong Cham,KH03,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:308,308,1603:45:16:116:0,1603:45:16:116:1:3,1603:45:16:116:2:308,Kaoh Soutin,KH0308,Kampong Cham,KH03,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:313,313,1603:45:16:116:0,1603:45:16:116:1:3,1603:45:16:116:2:313,Prey Chhor,KH0313,Kampong Cham,KH03,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:314,314,1603:45:16:116:0,1603:45:16:116:1:3,1603:45:16:116:2:314,Srei Santhor,KH0314,Kampong Cham,KH03,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:315,315,1603:45:16:116:0,1603:45:16:116:1:3,1603:45:16:116:2:315,Stueng Trang,KH0315,Kampong Cham,KH03,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:401,401,1603:45:16:116:0,1603:45:16:116:1:4,1603:45:16:116:2:401,Baribour,KH0401,Kampong Chhnang,KH04,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:402,402,1603:45:16:116:0,1603:45:16:116:1:4,1603:45:16:116:2:402,Chol Kiri,KH0402,Kampong Chhnang,KH04,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:403,403,1603:45:16:116:0,1603:45:16:116:1:4,1603:45:16:116:2:403,Kampong Chhnang,KH0403,Kampong Chhnang,KH04,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:404,404,1603:45:16:116:0,1603:45:16:116:1:4,1603:45:16:116:2:404,Kampong Leaeng,KH0404,Kampong Chhnang,KH04,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:405,405,1603:45:16:116:0,1603:45:16:116:1:4,1603:45:16:116:2:405,Kampong Tralach,KH0405,Kampong Chhnang,KH04,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:406,406,1603:45:16:116:0,1603:45:16:116:1:4,1603:45:16:116:2:406,Rolea B'ier,KH0406,Kampong Chhnang,KH04,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:407,407,1603:45:16:116:0,1603:45:16:116:1:4,1603:45:16:116:2:407,Sameakki Mean Chey,KH0407,Kampong Chhnang,KH04,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:408,408,1603:45:16:116:0,1603:45:16:116:1:4,1603:45:16:116:2:408,Tuek Phos,KH0408,Kampong Chhnang,KH04,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:501,501,1603:45:16:116:0,1603:45:16:116:1:5,1603:45:16:116:2:501,Basedth,KH0501,Kampong Speu,KH05,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:502,502,1603:45:16:116:0,1603:45:16:116:1:5,1603:45:16:116:2:502,Chbar Mon,KH0502,Kampong Speu,KH05,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:503,503,1603:45:16:116:0,1603:45:16:116:1:5,1603:45:16:116:2:503,Kong Pisei,KH0503,Kampong Speu,KH05,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:504,504,1603:45:16:116:0,1603:45:16:116:1:5,1603:45:16:116:2:504,Aoral,KH0504,Kampong Speu,KH05,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:505,505,1603:45:16:116:0,1603:45:16:116:1:5,1603:45:16:116:2:505,Odongk,KH0505,Kampong Speu,KH05,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:506,506,1603:45:16:116:0,1603:45:16:116:1:5,1603:45:16:116:2:506,Phnum Sruoch,KH0506,Kampong Speu,KH05,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:507,507,1603:45:16:116:0,1603:45:16:116:1:5,1603:45:16:116:2:507,Samraong Tong,KH0507,Kampong Speu,KH05,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:508,508,1603:45:16:116:0,1603:45:16:116:1:5,1603:45:16:116:2:508,Thpong,KH0508,Kampong Speu,KH05,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:601,601,1603:45:16:116:0,1603:45:16:116:1:6,1603:45:16:116:2:601,Baray,KH0601,Kampong Thom,KH06,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:602,602,1603:45:16:116:0,1603:45:16:116:1:6,1603:45:16:116:2:602,Kampong Svay,KH0602,Kampong Thom,KH06,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:603,603,1603:45:16:116:0,1603:45:16:116:1:6,1603:45:16:116:2:603,Stueng Saen,KH0603,Kampong Thom,KH06,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:604,604,1603:45:16:116:0,1603:45:16:116:1:6,1603:45:16:116:2:604,Prasat Ballangk,KH0604,Kampong Thom,KH06,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:605,605,1603:45:16:116:0,1603:45:16:116:1:6,1603:45:16:116:2:605,Prasat Sambour,KH0605,Kampong Thom,KH06,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:606,606,1603:45:16:116:0,1603:45:16:116:1:6,1603:45:16:116:2:606,Sandan,KH0606,Kampong Thom,KH06,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:607,607,1603:45:16:116:0,1603:45:16:116:1:6,1603:45:16:116:2:607,Santuk,KH0607,Kampong Thom,KH06,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:608,608,1603:45:16:116:0,1603:45:16:116:1:6,1603:45:16:116:2:608,Stoung,KH0608,Kampong Thom,KH06,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:701,701,1603:45:16:116:0,1603:45:16:116:1:7,1603:45:16:116:2:701,Angkor Chey,KH0701,Kampot,KH07,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:702,702,1603:45:16:116:0,1603:45:16:116:1:7,1603:45:16:116:2:702,Banteay Meas,KH0702,Kampot,KH07,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:703,703,1603:45:16:116:0,1603:45:16:116:1:7,1603:45:16:116:2:703,Chhuk,KH0703,Kampot,KH07,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:704,704,1603:45:16:116:0,1603:45:16:116:1:7,1603:45:16:116:2:704,Chum Kiri,KH0704,Kampot,KH07,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:705,705,1603:45:16:116:0,1603:45:16:116:1:7,1603:45:16:116:2:705,Dang Tong,KH0705,Kampot,KH07,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:706,706,1603:45:16:116:0,1603:45:16:116:1:7,1603:45:16:116:2:706,Kampong Trach,KH0706,Kampot,KH07,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:707,707,1603:45:16:116:0,1603:45:16:116:1:7,1603:45:16:116:2:707,Tuek Chhou,KH0707,Kampot,KH07,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:708,708,1603:45:16:116:0,1603:45:16:116:1:7,1603:45:16:116:2:708,Kampot,KH0708,Kampot,KH07,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:801,801,1603:45:16:116:0,1603:45:16:116:1:8,1603:45:16:116:2:801,Kandal Stueng,KH0801,Kandal,KH08,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:802,802,1603:45:16:116:0,1603:45:16:116:1:8,1603:45:16:116:2:802,Kien Svay,KH0802,Kandal,KH08,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:803,803,1603:45:16:116:0,1603:45:16:116:1:8,1603:45:16:116:2:803,Khsach Kandal,KH0803,Kandal,KH08,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:804,804,1603:45:16:116:0,1603:45:16:116:1:8,1603:45:16:116:2:804,Kaoh Thum,KH0804,Kandal,KH08,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:805,805,1603:45:16:116:0,1603:45:16:116:1:8,1603:45:16:116:2:805,Leuk Daek,KH0805,Kandal,KH08,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:806,806,1603:45:16:116:0,1603:45:16:116:1:8,1603:45:16:116:2:806,Lvea Aem,KH0806,Kandal,KH08,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:807,807,1603:45:16:116:0,1603:45:16:116:1:8,1603:45:16:116:2:807,Mukh Kampul,KH0807,Kandal,KH08,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:808,808,1603:45:16:116:0,1603:45:16:116:1:8,1603:45:16:116:2:808,Angk Snuol,KH0808,Kandal,KH08,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:809,809,1603:45:16:116:0,1603:45:16:116:1:8,1603:45:16:116:2:809,Ponhea Lueu,KH0809,Kandal,KH08,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:810,810,1603:45:16:116:0,1603:45:16:116:1:8,1603:45:16:116:2:810,S'ang,KH0810,Kandal,KH08,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:811,811,1603:45:16:116:0,1603:45:16:116:1:8,1603:45:16:116:2:811,Ta Khmau,KH0811,Kandal,KH08,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:901,901,1603:45:16:116:0,1603:45:16:116:1:9,1603:45:16:116:2:901,Botum Sakor,KH0901,Koh Kong,KH09,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:902,902,1603:45:16:116:0,1603:45:16:116:1:9,1603:45:16:116:2:902,Kiri Sakor,KH0902,Koh Kong,KH09,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:903,903,1603:45:16:116:0,1603:45:16:116:1:9,1603:45:16:116:2:903,Kaoh Kong,KH0903,Koh Kong,KH09,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:904,904,1603:45:16:116:0,1603:45:16:116:1:9,1603:45:16:116:2:904,Khemara Phoumin,KH0904,Koh Kong,KH09,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:905,905,1603:45:16:116:0,1603:45:16:116:1:9,1603:45:16:116:2:905,Mondol Seima,KH0905,Koh Kong,KH09,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:906,906,1603:45:16:116:0,1603:45:16:116:1:9,1603:45:16:116:2:906,Srae Ambel,KH0906,Koh Kong,KH09,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:907,907,1603:45:16:116:0,1603:45:16:116:1:9,1603:45:16:116:2:907,Thma Bang,KH0907,Koh Kong,KH09,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1001,1001,1603:45:16:116:0,1603:45:16:116:1:10,1603:45:16:116:2:1001,Chhloung,KH1001,Kratie,KH10,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1002,1002,1603:45:16:116:0,1603:45:16:116:1:10,1603:45:16:116:2:1002,Kracheh,KH1002,Kratie,KH10,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1003,1003,1603:45:16:116:0,1603:45:16:116:1:10,1603:45:16:116:2:1003,Prek Prasab,KH1003,Kratie,KH10,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1004,1004,1603:45:16:116:0,1603:45:16:116:1:10,1603:45:16:116:2:1004,Sambour,KH1004,Kratie,KH10,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1005,1005,1603:45:16:116:0,1603:45:16:116:1:10,1603:45:16:116:2:1005,Snuol,KH1005,Kratie,KH10,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1006,1006,1603:45:16:116:0,1603:45:16:116:1:10,1603:45:16:116:2:1006,Chetr Borei,KH1006,Kratie,KH10,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1101,1101,1603:45:16:116:0,1603:45:16:116:1:11,1603:45:16:116:2:1101,Kaev Seima,KH1101,Mondul Kiri,KH11,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1102,1102,1603:45:16:116:0,1603:45:16:116:1:11,1603:45:16:116:2:1102,Kaoh Nheaek,KH1102,Mondul Kiri,KH11,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1103,1103,1603:45:16:116:0,1603:45:16:116:1:11,1603:45:16:116:2:1103,Ou Reang,KH1103,Mondul Kiri,KH11,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1104,1104,1603:45:16:116:0,1603:45:16:116:1:11,1603:45:16:116:2:1104,Pech Chreada,KH1104,Mondul Kiri,KH11,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1105,1105,1603:45:16:116:0,1603:45:16:116:1:11,1603:45:16:116:2:1105,Saen Monourom,KH1105,Mondul Kiri,KH11,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1201,1201,1603:45:16:116:0,1603:45:16:116:1:12,1603:45:16:116:2:1201,Chamkar Mon,KH1201,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1202,1202,1603:45:16:116:0,1603:45:16:116:1:12,1603:45:16:116:2:1202,Doun Penh,KH1202,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1203,1203,1603:45:16:116:0,1603:45:16:116:1:12,1603:45:16:116:2:1203,Prampir Meakkakra,KH1203,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1204,1204,1603:45:16:116:0,1603:45:16:116:1:12,1603:45:16:116:2:1204,Tuol Kouk,KH1204,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1205,1205,1603:45:16:116:0,1603:45:16:116:1:12,1603:45:16:116:2:1205,Dangkao,KH1205,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1206,1206,1603:45:16:116:0,1603:45:16:116:1:12,1603:45:16:116:2:1206,Mean Chey,KH1206,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1207,1207,1603:45:16:116:0,1603:45:16:116:1:12,1603:45:16:116:2:1207,Russey Keo,KH1207,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1208,1208,1603:45:16:116:0,1603:45:16:116:1:12,1603:45:16:116:2:1208,Saensokh,KH1208,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1209,1209,1603:45:16:116:0,1603:45:16:116:1:12,1603:45:16:116:2:1209,Pur SenChey,KH1209,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1210,1210,1603:45:16:116:0,1603:45:16:116:1:12,1603:45:16:116:2:1210,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1211,1211,1603:45:16:116:0,1603:45:16:116:1:12,1603:45:16:116:2:1211,Praek Pnov,KH1211,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1212,1212,1603:45:16:116:0,1603:45:16:116:1:12,1603:45:16:116:2:1212,Chbar Ampov,KH1212,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1301,1301,1603:45:16:116:0,1603:45:16:116:1:13,1603:45:16:116:2:1301,Chey Saen,KH1301,Preah Vihear,KH13,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1302,1302,1603:45:16:116:0,1603:45:16:116:1:13,1603:45:16:116:2:1302,Chhaeb,KH1302,Preah Vihear,KH13,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1303,1303,1603:45:16:116:0,1603:45:16:116:1:13,1603:45:16:116:2:1303,Choam Ksant,KH1303,Preah Vihear,KH13,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1304,1304,1603:45:16:116:0,1603:45:16:116:1:13,1603:45:16:116:2:1304,Kuleaen,KH1304,Preah Vihear,KH13,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1305,1305,1603:45:16:116:0,1603:45:16:116:1:13,1603:45:16:116:2:1305,Rovieng,KH1305,Preah Vihear,KH13,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1306,1306,1603:45:16:116:0,1603:45:16:116:1:13,1603:45:16:116:2:1306,Sangkum Thmei,KH1306,Preah Vihear,KH13,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1307,1307,1603:45:16:116:0,1603:45:16:116:1:13,1603:45:16:116:2:1307,Tbaeng Mean Chey,KH1307,Preah Vihear,KH13,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1308,1308,1603:45:16:116:0,1603:45:16:116:1:13,1603:45:16:116:2:1308,Preah Vihear,KH1308,Preah Vihear,KH13,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1401,1401,1603:45:16:116:0,1603:45:16:116:1:14,1603:45:16:116:2:1401,Ba Phnum,KH1401,Prey Veng,KH14,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1402,1402,1603:45:16:116:0,1603:45:16:116:1:14,1603:45:16:116:2:1402,Kamchay Mear,KH1402,Prey Veng,KH14,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1403,1403,1603:45:16:116:0,1603:45:16:116:1:14,1603:45:16:116:2:1403,Kampong Trabaek,KH1403,Prey Veng,KH14,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1404,1404,1603:45:16:116:0,1603:45:16:116:1:14,1603:45:16:116:2:1404,Kanhchriech,KH1404,Prey Veng,KH14,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1405,1405,1603:45:16:116:0,1603:45:16:116:1:14,1603:45:16:116:2:1405,Me Sang,KH1405,Prey Veng,KH14,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1406,1406,1603:45:16:116:0,1603:45:16:116:1:14,1603:45:16:116:2:1406,Peam Chor,KH1406,Prey Veng,KH14,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1407,1407,1603:45:16:116:0,1603:45:16:116:1:14,1603:45:16:116:2:1407,Peam Ro,KH1407,Prey Veng,KH14,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1408,1408,1603:45:16:116:0,1603:45:16:116:1:14,1603:45:16:116:2:1408,Pea Reang,KH1408,Prey Veng,KH14,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1409,1409,1603:45:16:116:0,1603:45:16:116:1:14,1603:45:16:116:2:1409,Preah Sdach,KH1409,Prey Veng,KH14,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1410,1410,1603:45:16:116:0,1603:45:16:116:1:14,1603:45:16:116:2:1410,Prey Veng,KH1410,Prey Veng,KH14,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1411,1411,1603:45:16:116:0,1603:45:16:116:1:14,1603:45:16:116:2:1411,Pur Rieng,KH1411,Prey Veng,KH14,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1412,1412,1603:45:16:116:0,1603:45:16:116:1:14,1603:45:16:116:2:1412,Sithor Kandal,KH1412,Prey Veng,KH14,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1413,1413,1603:45:16:116:0,1603:45:16:116:1:14,1603:45:16:116:2:1413,Svay Antor,KH1413,Prey Veng,KH14,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1501,1501,1603:45:16:116:0,1603:45:16:116:1:15,1603:45:16:116:2:1501,Bakan,KH1501,Pursat,KH15,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1502,1502,1603:45:16:116:0,1603:45:16:116:1:15,1603:45:16:116:2:1502,Kandieng,KH1502,Pursat,KH15,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1503,1503,1603:45:16:116:0,1603:45:16:116:1:15,1603:45:16:116:2:1503,Krakor,KH1503,Pursat,KH15,Cambodia,KH,2014-10-14,2018-10-16,
1603:45:16:116:2:1504,1504,1603:45:16:116:0,1603:45:16:116:1:15,1603:45:16:116:2:1504,Phnum Kravanh,KH1504,Pursat,KH15,Cambodia,KH,2014-10-14,2018-10-16,
