qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,eng-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:50:2:4087,4087,1603:45:16:50:0,1603:45:16:50:1:40,1603:45:16:50:2:4087,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:2:4539,4539,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4539,Jamalpur,BD4539,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:2:4561,4561,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4561,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:2:4572,4572,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4572,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:2:4589,4589,1603:45:16:50:0,1603:45:16:50:1:45,1603:45:16:50:2:4589,Sherpur,BD4589,Mymensingh,BD45,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:2:5010,5010,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5010,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:2:5038,5038,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5038,Joypurhat,BD5038,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:2:5064,5064,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5064,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:2:5069,5069,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5069,Natore,BD5069,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:2:5070,5070,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5070,Nawabganj,BD5070,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:2:5076,5076,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5076,Pabna,BD5076,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:2:5081,5081,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5081,Rajshahi,BD5081,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:2:5088,5088,1603:45:16:50:0,1603:45:16:50:1:50,1603:45:16:50:2:5088,Sirajganj,BD5088,Rajshahi,BD50,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:2:5527,5527,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5527,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:2:5532,5532,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5532,Gaibandha,BD5532,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:2:5549,5549,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5549,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:2:5552,5552,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5552,Lalmonirhat,BD5552,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:2:5573,5573,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5573,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:2:5577,5577,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5577,Panchagarh,BD5577,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:2:5585,5585,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5585,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:2:5594,5594,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:2:6036,6036,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:2:6058,6058,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6058,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:2:6090,6090,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6090,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:2:6091,6091,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6091,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
