wd,wmCode,iso6391,iso6392,iso6393,iso6396,native,label
http://www.wikidata.org/entity/Q32656,dv,,div,,,ދިވެހި,Dhivehi
http://www.wikidata.org/entity/Q32656,dv,dv,,,,ދިވެހި,Dhivehi
http://www.wikidata.org/entity/Q33081,dz,,,dzo,,རྫོང་ཁ་ (rDzongkha),Dzongkha
http://www.wikidata.org/entity/Q33081,dz,,,dzo,,རྫོང་ཁ་,Dzongkha
http://www.wikidata.org/entity/Q33081,dz,dz,,,,རྫོང་ཁ་ (rDzongkha),Dzongkha
http://www.wikidata.org/entity/Q33081,dz,dz,,,,རྫོང་ཁ་,Dzongkha
http://www.wikidata.org/entity/Q33081,dz,,dzo,,,རྫོང་ཁ་ (rDzongkha),Dzongkha
http://www.wikidata.org/entity/Q33081,dz,,dzo,,,རྫོང་ཁ་,Dzongkha
http://www.wikidata.org/entity/Q33081,dz,,,dzo,,རྫོང་ཁ་ (rDzongkha),Dzongkha
http://www.wikidata.org/entity/Q33081,dz,,,dzo,,རྫོང་ཁ་,Dzongkha
http://www.wikidata.org/entity/Q33081,dz,,dzo,,,རྫོང་ཁ་ (rDzongkha),Dzongkha
http://www.wikidata.org/entity/Q33081,dz,dz,,,,རྫོང་ཁ་ (rDzongkha),Dzongkha
http://www.wikidata.org/entity/Q33081,dz,,dzo,,,རྫོང་ཁ་,Dzongkha
http://www.wikidata.org/entity/Q33081,dz,dz,,,,རྫོང་ཁ་,Dzongkha
http://www.wikidata.org/entity/Q30005,ee,,,ewe,,Èʋegbe (Èwegbe),Ewe
http://www.wikidata.org/entity/Q30005,ee,,,ewe,,Eʋegbe,Ewe
http://www.wikidata.org/entity/Q30005,ee,,,ewe,,Eʋe,Ewe
http://www.wikidata.org/entity/Q30005,ee,ee,,,,Èʋegbe (Èwegbe),Ewe
http://www.wikidata.org/entity/Q30005,ee,,ewe,,,Èʋegbe (Èwegbe),Ewe
http://www.wikidata.org/entity/Q30005,ee,,ewe,,,Eʋegbe,Ewe
http://www.wikidata.org/entity/Q30005,ee,,ewe,,,Eʋe,Ewe
http://www.wikidata.org/entity/Q30005,ee,ee,,,,Eʋegbe,Ewe
http://www.wikidata.org/entity/Q30005,ee,ee,,,,Eʋe,Ewe
http://www.wikidata.org/entity/Q30005,ee,,,ewe,,Èʋegbe (Èwegbe),Ewe
http://www.wikidata.org/entity/Q30005,ee,,,ewe,,Eʋegbe,Ewe
http://www.wikidata.org/entity/Q30005,ee,,,ewe,,Eʋe,Ewe
http://www.wikidata.org/entity/Q30005,ee,,ewe,,,Èʋegbe (Èwegbe),Ewe
http://www.wikidata.org/entity/Q30005,ee,ee,,,,Èʋegbe (Èwegbe),Ewe
http://www.wikidata.org/entity/Q30005,ee,,ewe,,,Eʋegbe,Ewe
http://www.wikidata.org/entity/Q30005,ee,ee,,,,Eʋegbe,Ewe
http://www.wikidata.org/entity/Q30005,ee,,ewe,,,Eʋe,Ewe
http://www.wikidata.org/entity/Q30005,ee,ee,,,,Eʋe,Ewe
http://www.wikidata.org/entity/Q1057898,egl,,,egl,,Emigliân,Emilian
http://www.wikidata.org/entity/Q36510,el,,,ell,,νέα ελληνικά,Modern Greek
http://www.wikidata.org/entity/Q36510,el,,,ell,,ελληνικά,Modern Greek
http://www.wikidata.org/entity/Q36510,el,el,,,,νέα ελληνικά,Modern Greek
http://www.wikidata.org/entity/Q36510,el,el,,,,ελληνικά,Modern Greek
http://www.wikidata.org/entity/Q36510,el,,ell,,,νέα ελληνικά,Modern Greek
http://www.wikidata.org/entity/Q36510,el,,gre,,,νέα ελληνικά,Modern Greek
http://www.wikidata.org/entity/Q36510,el,,ell,,,ελληνικά,Modern Greek
http://www.wikidata.org/entity/Q36510,el,,gre,,,ελληνικά,Modern Greek
http://www.wikidata.org/entity/Q36510,el,,,ell,,νέα ελληνικά,Modern Greek
http://www.wikidata.org/entity/Q36510,el,,,ell,,ελληνικά,Modern Greek
http://www.wikidata.org/entity/Q36510,el,,ell,,,νέα ελληνικά,Modern Greek
http://www.wikidata.org/entity/Q36510,el,,gre,,,νέα ελληνικά,Modern Greek
http://www.wikidata.org/entity/Q36510,el,el,,,,νέα ελληνικά,Modern Greek
http://www.wikidata.org/entity/Q36510,el,,ell,,,ελληνικά,Modern Greek
http://www.wikidata.org/entity/Q36510,el,,gre,,,ελληνικά,Modern Greek
http://www.wikidata.org/entity/Q36510,el,el,,,,ελληνικά,Modern Greek
http://www.wikidata.org/entity/Q9129,el,,gre,,,ελληνική,Greek
http://www.wikidata.org/entity/Q9129,el,,gre,,,νέα ελληνικά,Greek
http://www.wikidata.org/entity/Q9129,el,el,,,,ελληνική,Greek
http://www.wikidata.org/entity/Q9129,el,,,ell,,ελληνική,Greek
http://www.wikidata.org/entity/Q9129,el,el,,,,νέα ελληνικά,Greek
http://www.wikidata.org/entity/Q9129,el,,,ell,,νέα ελληνικά,Greek
http://www.wikidata.org/entity/Q9129,el,,,ell,,ελληνική,Greek
http://www.wikidata.org/entity/Q9129,el,,,ell,,νέα ελληνικά,Greek
http://www.wikidata.org/entity/Q9129,el,,gre,,,ελληνική,Greek
http://www.wikidata.org/entity/Q9129,el,el,,,,ελληνική,Greek
http://www.wikidata.org/entity/Q9129,el,,gre,,,νέα ελληνικά,Greek
http://www.wikidata.org/entity/Q9129,el,el,,,,νέα ελληνικά,Greek
http://www.wikidata.org/entity/Q1860,en,,eng,,,English,English
http://www.wikidata.org/entity/Q1860,en,en,,,,English,English
http://www.wikidata.org/entity/Q1860,en,,,eng,,English,English
http://www.wikidata.org/entity/Q1860,en,,,eng,,English,English
http://www.wikidata.org/entity/Q1860,en,,eng,,,English,English
http://www.wikidata.org/entity/Q1860,en,en,,,,English,English
http://www.wikidata.org/entity/Q1860,en,,,eng,,English,English
http://www.wikidata.org/entity/Q1860,en,,eng,,,English,English
http://www.wikidata.org/entity/Q1860,en,en,,,,English,English
http://www.wikidata.org/entity/Q36395,enm,,enm,,,Middle English,Middle English
http://www.wikidata.org/entity/Q36395,enm,,,,meng,Middle English,Middle English
http://www.wikidata.org/entity/Q36395,enm,,,enm,,Middle English,Middle English
http://www.wikidata.org/entity/Q36395,enm,,enm,,,Middle English,Middle English
http://www.wikidata.org/entity/Q36395,enm,,,,meng,Middle English,Middle English
http://www.wikidata.org/entity/Q36395,enm,,,enm,,Middle English,Middle English
http://www.wikidata.org/entity/Q143,eo,,,epo,,Esperanto,Esperanto
http://www.wikidata.org/entity/Q143,eo,,epo,,,Esperanto,Esperanto
http://www.wikidata.org/entity/Q143,eo,eo,,,,Esperanto,Esperanto
http://www.wikidata.org/entity/Q143,eo,,,epo,,Esperanto,Esperanto
http://www.wikidata.org/entity/Q143,eo,,epo,,,Esperanto,Esperanto
http://www.wikidata.org/entity/Q143,eo,eo,,,,Esperanto,Esperanto
http://www.wikidata.org/entity/Q143,eo,,,epo,,Esperanto,Esperanto
http://www.wikidata.org/entity/Q143,eo,,epo,,,Esperanto,Esperanto
http://www.wikidata.org/entity/Q143,eo,,,epo,,Esperanto,Esperanto
http://www.wikidata.org/entity/Q143,eo,,epo,,,Esperanto,Esperanto
http://www.wikidata.org/entity/Q143,eo,eo,,,,Esperanto,Esperanto
http://www.wikidata.org/entity/Q143,eo,eo,,,,Esperanto,Esperanto
http://www.wikidata.org/entity/Q143,eo,,,epo,,Esperanto,Esperanto
http://www.wikidata.org/entity/Q143,eo,,epo,,,Esperanto,Esperanto
http://www.wikidata.org/entity/Q143,eo,eo,,,,Esperanto,Esperanto
http://www.wikidata.org/entity/Q143,eo,,,epo,,Esperanto,Esperanto
http://www.wikidata.org/entity/Q143,eo,,epo,,,Esperanto,Esperanto
http://www.wikidata.org/entity/Q143,eo,eo,,,,Esperanto,Esperanto
http://www.wikidata.org/entity/Q1321,es,,spa,,,castellano,Spanish
http://www.wikidata.org/entity/Q1321,es,,spa,,,español,Spanish
http://www.wikidata.org/entity/Q1321,es,es,,,,castellano,Spanish
http://www.wikidata.org/entity/Q1321,es,es,,,,español,Spanish
http://www.wikidata.org/entity/Q1321,es,,,spa,,castellano,Spanish
http://www.wikidata.org/entity/Q1321,es,,,spa,,español,Spanish
http://www.wikidata.org/entity/Q1321,es,,,spa,,castellano,Spanish
http://www.wikidata.org/entity/Q1321,es,,spa,,,castellano,Spanish
http://www.wikidata.org/entity/Q1321,es,es,,,,castellano,Spanish
http://www.wikidata.org/entity/Q1321,es,,,spa,,español,Spanish
http://www.wikidata.org/entity/Q1321,es,,spa,,,español,Spanish
http://www.wikidata.org/entity/Q1321,es,es,,,,español,Spanish
http://www.wikidata.org/entity/Q1321,es,,,spa,,castellano,Spanish
http://www.wikidata.org/entity/Q1321,es,,spa,,,castellano,Spanish
http://www.wikidata.org/entity/Q1321,es,,,spa,,español,Spanish
http://www.wikidata.org/entity/Q1321,es,,spa,,,español,Spanish
http://www.wikidata.org/entity/Q1321,es,es,,,,castellano,Spanish
http://www.wikidata.org/entity/Q1321,es,es,,,,español,Spanish
http://www.wikidata.org/entity/Q21117,esu,,,esu,,,Central Alaskan Yup'ik
http://www.wikidata.org/entity/Q21117,esu,,,esu,,,Central Alaskan Yup'ik
http://www.wikidata.org/entity/Q9072,et,,est,,,eesti keel,Estonian
http://www.wikidata.org/entity/Q9072,et,,,ekk,,eesti keel,Estonian
http://www.wikidata.org/entity/Q9072,et,,,est,,eesti keel,Estonian
http://www.wikidata.org/entity/Q9072,et,et,,,,eesti keel,Estonian
http://www.wikidata.org/entity/Q9072,et,,,ekk,,eesti keel,Estonian
http://www.wikidata.org/entity/Q9072,et,,,est,,eesti keel,Estonian
http://www.wikidata.org/entity/Q9072,et,,est,,,eesti keel,Estonian
http://www.wikidata.org/entity/Q9072,et,et,,,,eesti keel,Estonian
http://www.wikidata.org/entity/Q9072,et,,,ekk,,eesti keel,Estonian
http://www.wikidata.org/entity/Q9072,et,,,est,,eesti keel,Estonian
http://www.wikidata.org/entity/Q9072,et,,est,,,eesti keel,Estonian
http://www.wikidata.org/entity/Q9072,et,et,,,,eesti keel,Estonian
http://www.wikidata.org/entity/Q9072,et,,,ekk,,eesti keel,Estonian
http://www.wikidata.org/entity/Q9072,et,,,est,,eesti keel,Estonian
http://www.wikidata.org/entity/Q9072,et,,est,,,eesti keel,Estonian
http://www.wikidata.org/entity/Q9072,et,et,,,,eesti keel,Estonian
http://www.wikidata.org/entity/Q35726,ett,,,ett,,𐌓𐌀𐌔𐌍𐌀,Etruscan
http://www.wikidata.org/entity/Q35726,ett,,,ett,,𐌓𐌀𐌔𐌍𐌀,Etruscan
http://www.wikidata.org/entity/Q35726,ett,,,ett,,𐌓𐌀𐌔𐌍𐌀,Etruscan
http://www.wikidata.org/entity/Q8752,eu,,,eus,,Euskara,Basque
http://www.wikidata.org/entity/Q8752,eu,,baq,,,Euskara,Basque
http://www.wikidata.org/entity/Q8752,eu,,eus,,,Euskara,Basque
http://www.wikidata.org/entity/Q8752,eu,eu,,,,Euskara,Basque
http://www.wikidata.org/entity/Q8752,eu,,,eus,,Euskara,Basque
http://www.wikidata.org/entity/Q8752,eu,,baq,,,Euskara,Basque
http://www.wikidata.org/entity/Q8752,eu,,eus,,,Euskara,Basque
http://www.wikidata.org/entity/Q8752,eu,eu,,,,Euskara,Basque
http://www.wikidata.org/entity/Q30007,ext,,,ext,,Lengua estremeña,Extremaduran
http://www.wikidata.org/entity/Q30007,ext,,,ext,,Ehtremeñu,Extremaduran
http://www.wikidata.org/entity/Q30007,ext,,,ext,,Barranquênhu,Extremaduran
http://www.wikidata.org/entity/Q30007,ext,,,ext,,Lengua estremeña,Extremaduran
http://www.wikidata.org/entity/Q30007,ext,,,ext,,Ehtremeñu,Extremaduran
http://www.wikidata.org/entity/Q30007,ext,,,ext,,Barranquênhu,Extremaduran
http://www.wikidata.org/entity/Q27480,eya,,,eya,,I.ya.q,Eyak
http://www.wikidata.org/entity/Q27480,eya,,,eya,,I.ya.q,Eyak
http://www.wikidata.org/entity/Q27480,eya,,,eya,,I.ya.q,Eyak
http://www.wikidata.org/entity/Q9168,fa,,fas,,,فارسی,Persian
http://www.wikidata.org/entity/Q9168,fa,,per,,,فارسی,Persian
http://www.wikidata.org/entity/Q9168,fa,,,fas,,فارسی,Persian
http://www.wikidata.org/entity/Q9168,fa,fa,,,,فارسی,Persian
http://www.wikidata.org/entity/Q9168,fa,,,fas,,فارسی,Persian
http://www.wikidata.org/entity/Q9168,fa,,fas,,,فارسی,Persian
http://www.wikidata.org/entity/Q9168,fa,,per,,,فارسی,Persian
http://www.wikidata.org/entity/Q9168,fa,fa,,,,فارسی,Persian
http://www.wikidata.org/entity/Q9168,fa,,,fas,,فارسی,Persian
http://www.wikidata.org/entity/Q9168,fa,,fas,,,فارسی,Persian
http://www.wikidata.org/entity/Q9168,fa,,per,,,فارسی,Persian
http://www.wikidata.org/entity/Q9168,fa,fa,,,,فارسی,Persian
http://www.wikidata.org/entity/Q9168,fa,,,fas,,فارسی,Persian
http://www.wikidata.org/entity/Q9168,fa,,fas,,,فارسی,Persian
http://www.wikidata.org/entity/Q9168,fa,,per,,,فارسی,Persian
http://www.wikidata.org/entity/Q9168,fa,fa,,,,فارسی,Persian
http://www.wikidata.org/entity/Q178440,fa-af,,,prs,,دری,Dari
http://www.wikidata.org/entity/Q178440,fa-af,,,prs,,دری,Dari
http://www.wikidata.org/entity/Q33454,ff,,,ful,,𞤆𞤵𞤤𞤢𞤪,Fula
http://www.wikidata.org/entity/Q33454,ff,,,ful,,Fulfulde,Fula
http://www.wikidata.org/entity/Q33454,ff,,ful,,,𞤆𞤵𞤤𞤢𞤪,Fula
http://www.wikidata.org/entity/Q33454,ff,,ful,,,Fulfulde,Fula
http://www.wikidata.org/entity/Q33454,ff,ff,,,,𞤆𞤵𞤤𞤢𞤪,Fula
http://www.wikidata.org/entity/Q33454,ff,ff,,,,Fulfulde,Fula
http://www.wikidata.org/entity/Q33454,ff,,,ful,,𞤆𞤵𞤤𞤢𞤪,Fula
http://www.wikidata.org/entity/Q33454,ff,,ful,,,𞤆𞤵𞤤𞤢𞤪,Fula
http://www.wikidata.org/entity/Q33454,ff,ff,,,,𞤆𞤵𞤤𞤢𞤪,Fula
http://www.wikidata.org/entity/Q33454,ff,,,ful,,Fulfulde,Fula
http://www.wikidata.org/entity/Q33454,ff,,ful,,,Fulfulde,Fula
http://www.wikidata.org/entity/Q33454,ff,ff,,,,Fulfulde,Fula
http://www.wikidata.org/entity/Q33454,ff,,,ful,,𞤆𞤵𞤤𞤢𞤪,Fula
http://www.wikidata.org/entity/Q33454,ff,,,ful,,Fulfulde,Fula
http://www.wikidata.org/entity/Q33454,ff,,ful,,,𞤆𞤵𞤤𞤢𞤪,Fula
http://www.wikidata.org/entity/Q33454,ff,,ful,,,Fulfulde,Fula
http://www.wikidata.org/entity/Q33454,ff,ff,,,,𞤆𞤵𞤤𞤢𞤪,Fula
http://www.wikidata.org/entity/Q33454,ff,ff,,,,Fulfulde,Fula
http://www.wikidata.org/entity/Q33454,ff,,,ful,,𞤆𞤵𞤤𞤢𞤪,Fula
http://www.wikidata.org/entity/Q33454,ff,,ful,,,𞤆𞤵𞤤𞤢𞤪,Fula
http://www.wikidata.org/entity/Q33454,ff,ff,,,,𞤆𞤵𞤤𞤢𞤪,Fula
http://www.wikidata.org/entity/Q33454,ff,,,ful,,Fulfulde,Fula
http://www.wikidata.org/entity/Q33454,ff,,ful,,,Fulfulde,Fula
http://www.wikidata.org/entity/Q33454,ff,ff,,,,Fulfulde,Fula
http://www.wikidata.org/entity/Q1412,fi,,fin,,,suomi,Finnish
http://www.wikidata.org/entity/Q1412,fi,fi,,,,suomi,Finnish
http://www.wikidata.org/entity/Q1412,fi,,,fin,,suomi,Finnish
http://www.wikidata.org/entity/Q1412,fi,,,fin,,suomi,Finnish
http://www.wikidata.org/entity/Q1412,fi,,fin,,,suomi,Finnish
http://www.wikidata.org/entity/Q1412,fi,fi,,,,suomi,Finnish
http://www.wikidata.org/entity/Q13357,fit,,,fit,,meänkieli,Meänkieli
http://www.wikidata.org/entity/Q13357,fit,,,fit,,meänkieli,Meänkieli
http://www.wikidata.org/entity/Q13357,fit,,,fit,,meänkieli,Meänkieli
http://www.wikidata.org/entity/Q32762,fiu-vro,,,vro,,võro kiil,Võro
http://www.wikidata.org/entity/Q32762,fiu-vro,,,vro,,võro kiil,Võro
http://www.wikidata.org/entity/Q33295,fj,,,fij,,vosa Vakaviti,Fijian
http://www.wikidata.org/entity/Q33295,fj,,fij,,,vosa Vakaviti,Fijian
http://www.wikidata.org/entity/Q33295,fj,fj,,,,vosa Vakaviti,Fijian
http://www.wikidata.org/entity/Q33295,fj,,,fij,,vosa Vakaviti,Fijian
http://www.wikidata.org/entity/Q33295,fj,,fij,,,vosa Vakaviti,Fijian
http://www.wikidata.org/entity/Q33295,fj,fj,,,,vosa Vakaviti,Fijian
http://www.wikidata.org/entity/Q165795,fkv,,,fkv,,kvääni,Kven
http://www.wikidata.org/entity/Q165795,fkv,,,fkv,,kvääni,Kven
http://www.wikidata.org/entity/Q165795,fkv,,,fkv,,kvääni,Kven
http://www.wikidata.org/entity/Q25258,fo,,,fao,,Føroyskt mál,Faroese
http://www.wikidata.org/entity/Q25258,fo,,fao,,,Føroyskt mál,Faroese
http://www.wikidata.org/entity/Q25258,fo,,,fao,,Føroyskt,Faroese
http://www.wikidata.org/entity/Q25258,fo,,fao,,,Føroyskt,Faroese
http://www.wikidata.org/entity/Q25258,fo,fo,,,,Føroyskt mál,Faroese
http://www.wikidata.org/entity/Q25258,fo,fo,,,,Føroyskt,Faroese
http://www.wikidata.org/entity/Q25258,fo,,,fao,,Føroyskt mál,Faroese
http://www.wikidata.org/entity/Q25258,fo,,,fao,,Føroyskt,Faroese
http://www.wikidata.org/entity/Q25258,fo,,fao,,,Føroyskt mál,Faroese
http://www.wikidata.org/entity/Q25258,fo,,fao,,,Føroyskt,Faroese
http://www.wikidata.org/entity/Q25258,fo,fo,,,,Føroyskt mál,Faroese
http://www.wikidata.org/entity/Q25258,fo,fo,,,,Føroyskt,Faroese
http://www.wikidata.org/entity/Q33291,fon,,fon,,,,Fon
http://www.wikidata.org/entity/Q33291,fon,,,fon,,,Fon
http://www.wikidata.org/entity/Q33291,fon,,fon,,,,Fon
http://www.wikidata.org/entity/Q33291,fon,,,fon,,,Fon
http://www.wikidata.org/entity/Q716604,fos,,,fos,,Siraya,Siraya
http://www.wikidata.org/entity/Q716604,fos,,,fos,,Siraya,Siraya
http://www.wikidata.org/entity/Q716604,fos,,,fos,,Siraya,Siraya
http://www.wikidata.org/entity/Q150,fr,,fre,,,langue française,French
http://www.wikidata.org/entity/Q150,fr,,fra,,,langue française,French
http://www.wikidata.org/entity/Q150,fr,,fre,,,français,French
http://www.wikidata.org/entity/Q150,fr,,fra,,,français,French
http://www.wikidata.org/entity/Q150,fr,fr,,,,langue française,French
http://www.wikidata.org/entity/Q150,fr,fr,,,,français,French
http://www.wikidata.org/entity/Q150,fr,,,fra,,langue française,French
http://www.wikidata.org/entity/Q150,fr,,,fra,,français,French
http://www.wikidata.org/entity/Q150,fr,,,fra,,langue française,French
http://www.wikidata.org/entity/Q150,fr,,fre,,,langue française,French
http://www.wikidata.org/entity/Q150,fr,,fra,,,langue française,French
http://www.wikidata.org/entity/Q150,fr,fr,,,,langue française,French
http://www.wikidata.org/entity/Q150,fr,,,fra,,français,French
http://www.wikidata.org/entity/Q150,fr,,fre,,,français,French
http://www.wikidata.org/entity/Q150,fr,,fra,,,français,French
http://www.wikidata.org/entity/Q150,fr,fr,,,,français,French
http://www.wikidata.org/entity/Q150,fr,,,fra,,langue française,French
http://www.wikidata.org/entity/Q150,fr,,fre,,,langue française,French
http://www.wikidata.org/entity/Q150,fr,,fra,,,langue française,French
http://www.wikidata.org/entity/Q150,fr,,,fra,,français,French
http://www.wikidata.org/entity/Q150,fr,,fre,,,français,French
http://www.wikidata.org/entity/Q150,fr,,fra,,,français,French
http://www.wikidata.org/entity/Q150,fr,fr,,,,langue française,French
http://www.wikidata.org/entity/Q150,fr,fr,,,,français,French
http://www.wikidata.org/entity/Q3083213,frc,,,frc,,,Louisiana French
http://www.wikidata.org/entity/Q3083213,frc,,,frc,,,Louisiana French
http://www.wikidata.org/entity/Q1473289,frm,,,frm,,,Middle French
http://www.wikidata.org/entity/Q1473289,frm,,frm,,,,Middle French
http://www.wikidata.org/entity/Q1473289,frm,,,frm,,,Middle French
http://www.wikidata.org/entity/Q1473289,frm,,frm,,,,Middle French
http://www.wikidata.org/entity/Q1473289,frm,,,frm,,,Middle French
http://www.wikidata.org/entity/Q1473289,frm,,frm,,,,Middle French
http://www.wikidata.org/entity/Q35222,fro,,,fro,,,Old French
http://www.wikidata.org/entity/Q35222,fro,,fro,,,,Old French
http://www.wikidata.org/entity/Q35222,fro,,,fro,,,Old French
http://www.wikidata.org/entity/Q35222,fro,,fro,,,,Old French
http://www.wikidata.org/entity/Q35222,fro,,,fro,,,Old French
http://www.wikidata.org/entity/Q35222,fro,,fro,,,,Old French
http://www.wikidata.org/entity/Q15087,frp,,,frp,,patoué,Franco-Provençal
http://www.wikidata.org/entity/Q15087,frp,,,frp,,arpetan,Franco-Provençal
http://www.wikidata.org/entity/Q15087,frp,,,frp,,patoué,Franco-Provençal
http://www.wikidata.org/entity/Q15087,frp,,,frp,,arpetan,Franco-Provençal
http://www.wikidata.org/entity/Q28224,frr,,,frr,,Nuurdfresk,North Frisian
http://www.wikidata.org/entity/Q28224,frr,,frr,,,Nuurdfresk,North Frisian
http://www.wikidata.org/entity/Q28224,frr,,,frr,,Nuurdfresk,North Frisian
http://www.wikidata.org/entity/Q28224,frr,,frr,,,Nuurdfresk,North Frisian
http://www.wikidata.org/entity/Q3915357,fuf,,,fuf,,Pular,Pular
http://www.wikidata.org/entity/Q3915357,fuf,,,fuf,,Pular,Pular
http://www.wikidata.org/entity/Q33441,fur,,,fur,,lenghe furlane,Friulian
http://www.wikidata.org/entity/Q33441,fur,,,fur,,furlan,Friulian
http://www.wikidata.org/entity/Q33441,fur,,fur,,,lenghe furlane,Friulian
http://www.wikidata.org/entity/Q33441,fur,,fur,,,furlan,Friulian
http://www.wikidata.org/entity/Q33441,fur,,,fur,,lenghe furlane,Friulian
http://www.wikidata.org/entity/Q33441,fur,,,fur,,furlan,Friulian
http://www.wikidata.org/entity/Q33441,fur,,fur,,,lenghe furlane,Friulian
http://www.wikidata.org/entity/Q33441,fur,,fur,,,furlan,Friulian
http://www.wikidata.org/entity/Q27175,fy,,,fry,,Fryske taal,West Frisian
http://www.wikidata.org/entity/Q27175,fy,,fry,,,Fryske taal,West Frisian
http://www.wikidata.org/entity/Q27175,fy,,,fry,,Frysk,West Frisian
http://www.wikidata.org/entity/Q27175,fy,,fry,,,Frysk,West Frisian
http://www.wikidata.org/entity/Q27175,fy,fy,,,,Fryske taal,West Frisian
http://www.wikidata.org/entity/Q27175,fy,fy,,,,Frysk,West Frisian
http://www.wikidata.org/entity/Q27175,fy,,,fry,,Fryske taal,West Frisian
http://www.wikidata.org/entity/Q27175,fy,,,fry,,Frysk,West Frisian
http://www.wikidata.org/entity/Q27175,fy,,fry,,,Fryske taal,West Frisian
http://www.wikidata.org/entity/Q27175,fy,,fry,,,Frysk,West Frisian
http://www.wikidata.org/entity/Q27175,fy,fy,,,,Fryske taal,West Frisian
http://www.wikidata.org/entity/Q27175,fy,fy,,,,Frysk,West Frisian
http://www.wikidata.org/entity/Q9142,ga,,gle,,,Gaeilge,Irish
http://www.wikidata.org/entity/Q9142,ga,,gle,,,An Ghaeilge,Irish
http://www.wikidata.org/entity/Q9142,ga,,,gle,,Gaeilge,Irish
http://www.wikidata.org/entity/Q9142,ga,,,gle,,An Ghaeilge,Irish
http://www.wikidata.org/entity/Q9142,ga,ga,,,,Gaeilge,Irish
http://www.wikidata.org/entity/Q9142,ga,ga,,,,An Ghaeilge,Irish
http://www.wikidata.org/entity/Q9142,ga,,,gle,,Gaeilge,Irish
http://www.wikidata.org/entity/Q9142,ga,,,gle,,An Ghaeilge,Irish
http://www.wikidata.org/entity/Q9142,ga,,gle,,,Gaeilge,Irish
http://www.wikidata.org/entity/Q9142,ga,,gle,,,An Ghaeilge,Irish
http://www.wikidata.org/entity/Q9142,ga,ga,,,,Gaeilge,Irish
http://www.wikidata.org/entity/Q9142,ga,ga,,,,An Ghaeilge,Irish
http://www.wikidata.org/entity/Q33287,gaa,,,gaa,,Ga,Ga
http://www.wikidata.org/entity/Q33287,gaa,,gaa,,,Ga,Ga
http://www.wikidata.org/entity/Q33287,gaa,,,gaa,,Ga,Ga
http://www.wikidata.org/entity/Q33287,gaa,,gaa,,,Ga,Ga
http://www.wikidata.org/entity/Q33457,gag,,,gag,,Gagauz dili,Gagauz
http://www.wikidata.org/entity/Q33457,gag,,,gag,,Gagauz dili,Gagauz
http://www.wikidata.org/entity/Q33475,gan,,,gan,,贛語,Gan
http://www.wikidata.org/entity/Q33475,gan,,,gan,,Jiangxi hua,Gan
http://www.wikidata.org/entity/Q33475,gan,,,gan,,贛語,Gan
http://www.wikidata.org/entity/Q33475,gan,,,gan,,Jiangxi hua,Gan
http://www.wikidata.org/entity/Q3006280,gcf,,,gcf,,,Guadeloupe-Martinique Creole French
http://www.wikidata.org/entity/Q3006280,gcf,,,gcf,,,Guadeloupe-Martinique Creole French
http://www.wikidata.org/entity/Q3006280,gcf,,,gcf,,,Guadeloupe-Martinique Creole French
http://www.wikidata.org/entity/Q1363072,gcr,,,gcr,,Kriyòl Gwiyannen,Guianan Creole
http://www.wikidata.org/entity/Q1363072,gcr,,,gcr,,Kriyòl Gwiyannen,Guianan Creole
http://www.wikidata.org/entity/Q1363072,gcr,,,gcr,,Kriyòl Gwiyannen,Guianan Creole
http://www.wikidata.org/entity/Q9314,gd,,,gla,,Gàidhlig na h-Alba,Scottish Gaelic
http://www.wikidata.org/entity/Q9314,gd,,gla,,,Gàidhlig na h-Alba,Scottish Gaelic
http://www.wikidata.org/entity/Q9314,gd,,,gla,,Gàidhlig,Scottish Gaelic
http://www.wikidata.org/entity/Q9314,gd,,gla,,,Gàidhlig,Scottish Gaelic
http://www.wikidata.org/entity/Q9314,gd,gd,,,,Gàidhlig na h-Alba,Scottish Gaelic
http://www.wikidata.org/entity/Q9314,gd,gd,,,,Gàidhlig,Scottish Gaelic
http://www.wikidata.org/entity/Q9314,gd,,,gla,,Gàidhlig na h-Alba,Scottish Gaelic
http://www.wikidata.org/entity/Q9314,gd,,,gla,,Gàidhlig,Scottish Gaelic
http://www.wikidata.org/entity/Q9314,gd,,gla,,,Gàidhlig na h-Alba,Scottish Gaelic
http://www.wikidata.org/entity/Q9314,gd,,gla,,,Gàidhlig,Scottish Gaelic
http://www.wikidata.org/entity/Q9314,gd,gd,,,,Gàidhlig na h-Alba,Scottish Gaelic
http://www.wikidata.org/entity/Q9314,gd,gd,,,,Gàidhlig,Scottish Gaelic
http://www.wikidata.org/entity/Q35667,gez,,gez,,,ግዕዝ,Ge'ez
http://www.wikidata.org/entity/Q35667,gez,,,gez,,ግዕዝ,Ge'ez
http://www.wikidata.org/entity/Q35667,gez,,gez,,,ግዕዝ,Ge'ez
http://www.wikidata.org/entity/Q35667,gez,,,gez,,ግዕዝ,Ge'ez
http://www.wikidata.org/entity/Q35667,gez,,gez,,,ግዕዝ,Ge'ez
http://www.wikidata.org/entity/Q35667,gez,,,gez,,ግዕዝ,Ge'ez
http://www.wikidata.org/entity/Q35667,gez,,gez,,,ግዕዝ,Ge'ez
http://www.wikidata.org/entity/Q35667,gez,,,gez,,ግዕዝ,Ge'ez
http://www.wikidata.org/entity/Q35667,gez,,gez,,,ግዕዝ,Ge'ez
