#adm2+name+i_en,#adm2+name+i_ar,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_en,#adm2+name+alt2+i_en,#adm2+name+alt1+i_ar,#adm2+name+alt2+i_ar,#adm1+name+i_en,#adm1+name+i_ar,#adm1+code+v_pcode,#country+name+i_en,#country+name+i_ar,#country+code+v_iso2,#date+start,#date+updated,#date+end
Shu'ub,شعوب,YE1302,Shuub,,,,,Sana'a City,امانة العاصمه,YE13,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Azaal,ازال,YE1303,Azaal,,,,,Sana'a City,امانة العاصمه,YE13,Yemen,اليمن,YE,2019-02-01,2019-10-02,
As Safiyah,الصافيه,YE1304,As Safiyah,,,,,Sana'a City,امانة العاصمه,YE13,Yemen,اليمن,YE,2019-02-01,2019-10-02,
As Sab'in,السبعين,YE1305,As Sabin,,,,,Sana'a City,امانة العاصمه,YE13,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Wehdah,الوحده,YE1306,Al Wehdah,,,,,Sana'a City,امانة العاصمه,YE13,Yemen,اليمن,YE,2019-02-01,2019-10-02,
At Tahrir,التحرير,YE1307,At Tahrir,,,,,Sana'a City,امانة العاصمه,YE13,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Ma'in,معين,YE1308,Main,,,,,Sana'a City,امانة العاصمه,YE13,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Ath Thawrah,الثوره,YE1309,Ath Thawrah,,,,,Sana'a City,امانة العاصمه,YE13,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Bani Al Harith,بني الحارث,YE1310,Bani Al Harith,,,,,Sana'a City,امانة العاصمه,YE13,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Sana'a City Outskirts - Hamdan,ضواحي الامانة همدان,YE1319,Sanaa City Outskirts - Hamdan,,,,,Sana'a City,امانة العاصمه,YE13,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Sana'a City Outskirts -Sanhan wa Bani Bahlul,ضواحي الامانة سنحان وبني بهلول,YE1324,Sanaa City Outskirts -Sanhan wa Bani Bahlul,,,,,Sana'a City,امانة العاصمه,YE13,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Nu'man,نعمان,YE1401,Numan,,,,,Al Bayda,البيضاء,YE14,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Nati',ناطع,YE1402,Nati,,,,,Al Bayda,البيضاء,YE14,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Maswarah,مسوره,YE1403,Maswarah,,,,,Al Bayda,البيضاء,YE14,Yemen,اليمن,YE,2019-02-01,2019-10-02,
As Sawma'ah,الصومعه,YE1404,As Sawmaah,,,,,Al Bayda,البيضاء,YE14,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Az Zahir,الزاهر,YE1405,Az Zahir - Al Bayda,,,,,Al Bayda,البيضاء,YE14,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Dhi Na'im,ذي ناعم,YE1406,Dhi Naim,,,,,Al Bayda,البيضاء,YE14,Yemen,اليمن,YE,2019-02-01,2019-10-02,
At Taffah,الطفه,YE1407,At Taffah,,,,,Al Bayda,البيضاء,YE14,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Mukayras,مكيراس,YE1408,Mukayras,,,,,Al Bayda,البيضاء,YE14,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Bayda City,مدينة البيضاء,YE1409,Al Bayda City,,,,,Al Bayda,البيضاء,YE14,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Bayda,البيضاء,YE1410,Al Bayda,,,,,Al Bayda,البيضاء,YE14,Yemen,اليمن,YE,2019-02-01,2019-10-02,
As Sawadiyah,السواديه,YE1411,As Sawadiyah,,,,,Al Bayda,البيضاء,YE14,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Radman,ردمان,YE1412,Radman,,,,,Al Bayda,البيضاء,YE14,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Rada',رداع,YE1413,Rada,,,,,Al Bayda,البيضاء,YE14,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Quraishyah,القريشيه,YE1414,Al Quraishyah,,,,,Al Bayda,البيضاء,YE14,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Wald Rabi',ولدربيع,YE1415,Wald Rabi,,,,,Al Bayda,البيضاء,YE14,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Arsh,العرش,YE1416,Al Arsh,,,,,Al Bayda,البيضاء,YE14,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Sabah,صباح,YE1417,Sabah,,,,,Al Bayda,البيضاء,YE14,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Ar Ryashyyah,الرياشيه,YE1418,Ar Ryashyyah,,,,,Al Bayda,البيضاء,YE14,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Ash Sharyah,الشريه,YE1419,Ash Sharyah,,,,,Al Bayda,البيضاء,YE14,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Malajim,الملاجم,YE1420,Al Malajim,,,,,Al Bayda,البيضاء,YE14,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Mawiyah,ماويه,YE1501,Mawiyah,,,,,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Shar'ab As Salam,شرعب السلام,YE1502,Sharab As Salam,,,,,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Shar'ab Ar Rawnah,شرعب الرونه,YE1503,Sharab Ar Rawnah,,,,,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Maqbanah,مقبنه,YE1504,Maqbanah,,,,,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Makha,المخاء,YE1505,Al Makha,,,,,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Dhubab,باب المندب,YE1506,Dhubab,,,,,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Mawza',موزع,YE1507,Mawza,,,,,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Jabal Habashi,جبل حبشي,YE1508,Jabal Habashi,,,,,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Mashr'ah Wa Hadnan,مشرعة وحدنان,YE1509,Mashrah Wa Hadnan,,,,,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Sabir Al Mawadim,صبر الموادم,YE1510,Sabir Al Mawadim,,,,,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Misrakh,المسراخ,YE1511,Al Misrakh,,,,,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Dimnat Khadir,خدير,YE1512,Dimnat Khadir,,,,,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2019-10-02,
As Silw,الصلو,YE1513,As Silw,,,,,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Ash Shamayatayn,الشمايتين,YE1514,Ash Shamayatayn,,,,,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Wazi'yah,الوازعيه,YE1515,Al Waziyah,,,,,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Hayfan,حيفان,YE1516,Hayfan,,,,,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Mudhaffar,المظفر,YE1517,Al Mudhaffar,,,,,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Qahirah,القاهره,YE1518,Al Qahirah,,,,,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Salah,صاله,YE1519,Salah,,,,,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2019-10-02,
At Ta'iziyah,التعزيه,YE1520,At Taiziyah,,,,,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Ma'afer,المعافر,YE1521,Al Maafer,,,,,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Mawasit,المواسط,YE1522,Al Mawasit,,,,,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Sami',سامع,YE1523,Sami,,,,,Ta'iz,تعز,YE15,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Khab wa Ash Sha'f,خب و الشعف,YE1601,Khab wa Ash Shaf,,,,,Al Jawf,الجوف,YE16,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Humaydat,الحميدات,YE1602,Al Humaydat,,,,,Al Jawf,الجوف,YE16,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Matammah,المطمه,YE1603,Al Matammah,,,,,Al Jawf,الجوف,YE16,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Az Zahir,الزاهر,YE1604,Az Zahir - Al Jawf,,,,,Al Jawf,الجوف,YE16,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Hazm,الحزم,YE1605,Al Hazm,,,,,Al Jawf,الجوف,YE16,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Mutun,المتون,YE1606,Al Mutun,,,,,Al Jawf,الجوف,YE16,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Maslub,المصلوب,YE1607,Al Maslub,,,,,Al Jawf,الجوف,YE16,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Ghayl,الغيل,YE1608,Al Ghayl,,,,,Al Jawf,الجوف,YE16,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Khalaq,الخلق,YE1609,Al Khalaq,,,,,Al Jawf,الجوف,YE16,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Barat Al Anan,برط العنان,YE1610,Barat Al Anan,,,,,Al Jawf,الجوف,YE16,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Rajuzah,رجوزه,YE1611,Rajuzah,,,,,Al Jawf,الجوف,YE16,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Kharab Al Marashi,خراب المراشى,YE1612,Kharab Al Marashi,,,,,Al Jawf,الجوف,YE16,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Bakil Al Mir,بكيل المير,YE1701,Bakil Al Mir,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Harad,حرض,YE1702,Harad,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Midi,ميدي,YE1703,Midi,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Abs,عبس,YE1704,Abs,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Hayran,حيران,YE1705,Hayran,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Mustaba,مستباء,YE1706,Mustaba,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Kushar,كشر,YE1707,Kushar,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Jamimah,الجميمه,YE1708,Al Jamimah,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Kuhlan Ash Sharaf,كحلان الشرف,YE1709,Kuhlan Ash Sharaf,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Aflah Ash Sham,افلح الشام,YE1710,Aflah Ash Sham,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Khayran Al Muharraq,خيران المحرق,YE1711,Khayran Al Muharraq,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Aslam,اسلم,YE1712,Aslam,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Qafl Shammar,قفل شمر,YE1713,Qafl Shammar,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Aflah Al Yaman,افلح اليمن,YE1714,Aflah Al Yaman,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Mahabishah,المحابشه,YE1715,Al Mahabishah,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Miftah,المفتاح,YE1716,Al Miftah,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Maghrabah,المغربه,YE1717,Al Maghrabah,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Kuhlan Afar,كحلان عفار,YE1718,Kuhlan Afar,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Sharas,شرس,YE1719,Sharas,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Mabyan,مبين,YE1720,Mabyan,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Ash Shahil,الشاهل,YE1721,Ash Shahil,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Ku'aydinah,كعيدنه,YE1722,Kuaydinah,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Wadrah,وضره,YE1723,Wadrah,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Bani Qays,بني قيس الطور,YE1724,Bani Qays,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Ash shaghadirah,الشغادره,YE1725,Ash shaghadirah,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Najrah,نجره,YE1726,Najrah,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Bani Al Awam,بني العوام,YE1727,Bani Al Awam,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Hajjah City,مدينة حجه,YE1728,Hajjah City,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Hajjah,حجه,YE1729,Hajjah,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Washhah,وشحه,YE1730,Washhah,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Qarah,قاره,YE1731,Qarah,,,,,Hajjah,حجه,YE17,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Az Zuhrah,الزهره,YE1801,Az Zuhrah,,,,,Al Hodeidah,الحديده,YE18,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Alluhayah,اللحيه,YE1802,Alluhayah,,,,,Al Hodeidah,الحديده,YE18,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Kamaran,كمران,YE1803,Kamaran,,,,,Al Hodeidah,الحديده,YE18,Yemen,اليمن,YE,2019-02-01,2019-10-02,
As Salif,الصليف,YE1804,As Salif,,,,,Al Hodeidah,الحديده,YE18,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Munirah,المنيره,YE1805,Al Munirah,,,,,Al Hodeidah,الحديده,YE18,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Qanawis,القناوص,YE1806,Al Qanawis,,,,,Al Hodeidah,الحديده,YE18,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Az Zaydiah,الزيديه,YE1807,Az Zaydiah,,,,,Al Hodeidah,الحديده,YE18,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Mighlaf,المغلاف,YE1808,Al Mighlaf,,,,,Al Hodeidah,الحديده,YE18,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Ad Dohi,الضحى,YE1809,Ad Dohi,,,,,Al Hodeidah,الحديده,YE18,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Bajil,باجل,YE1810,Bajil,,,,,Al Hodeidah,الحديده,YE18,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Hujjaylah,الحجيله,YE1811,Al Hujjaylah,,,,,Al Hodeidah,الحديده,YE18,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Bura',برع,YE1812,Bura,,,,,Al Hodeidah,الحديده,YE18,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Marawi'ah,المراوعه,YE1813,Al Marawiah,,,,,Al Hodeidah,الحديده,YE18,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Ad Durayhimi,الدريهمي,YE1814,Ad Durayhimi,,,,,Al Hodeidah,الحديده,YE18,Yemen,اليمن,YE,2019-02-01,2019-10-02,
As Sukhnah,السخنه,YE1815,As Sukhnah,,,,,Al Hodeidah,الحديده,YE18,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Mansuriyah,المنصوريه,YE1816,Al Mansuriyah,,,,,Al Hodeidah,الحديده,YE18,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Bayt Al Faqih,بيت الفقيه,YE1817,Bayt Al Faqih,,,,,Al Hodeidah,الحديده,YE18,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Jabal Ras,جبل راس,YE1818,Jabal Ras,,,,,Al Hodeidah,الحديده,YE18,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Hays,حيس,YE1819,Hays,,,,,Al Hodeidah,الحديده,YE18,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Khukhah,الخوخه,YE1820,Al Khukhah,,,,,Al Hodeidah,الحديده,YE18,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Hawak,الحوك,YE1821,Al Hawak,,,,,Al Hodeidah,الحديده,YE18,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Mina,الميناء,YE1822,Al Mina,,,,,Al Hodeidah,الحديده,YE18,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Hali,الحالي,YE1823,Al Hali,,,,,Al Hodeidah,الحديده,YE18,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Zabid,زبيد,YE1824,Zabid,,,,,Al Hodeidah,الحديده,YE18,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Jarrahi,الجراحي,YE1825,Al Jarrahi,,,,,Al Hodeidah,الحديده,YE18,Yemen,اليمن,YE,2019-02-01,2019-10-02,
At Tuhayta,التحيتا,YE1826,At Tuhayta,,,,,Al Hodeidah,الحديده,YE18,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Rumah,رماه,YE1901,Rumah,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Thamud,ثمود,YE1902,Thamud,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Qaff,القف,YE1903,Al Qaff,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Zamakh wa Manwokh,زمخ ومنوخ,YE1904,Zamakh wa Manwokh,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Hajar As Say'ar,حجر الصيعر,YE1905,Hajar As Sayar,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Abr,العبر,YE1906,Al Abr,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Qatn,القطن,YE1907,Al Qatn,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Shibam,شبام,YE1908,Shibam,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Sah,ساه,YE1909,Sah,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Sayun,سيئون,YE1910,Sayun,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Tarim,تريم,YE1911,Tarim,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
As Sawm,السوم,YE1912,As Sawm,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Ar Raydah wa Qussay'ar,الريدة وقصيعر,YE1913,Ar Raydah wa Qussayar,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Ad Dis,الديس,YE1914,Ad Dis,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Ash Shihr,الشحر,YE1915,Ash Shihr,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Ghayl bin Yamin,غيل بن يمين,YE1916,Ghayl bin Yamin,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Ghayl Bawazir,غيل باوزير,YE1917,Ghayl Bawazir,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Daw'an,دوعن,YE1918,Dawan,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Wadi Al Ayn,وادي العين,YE1919,Wadi Al Ayn,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Rakhyah,رخيه,YE1920,Rakhyah,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Amd,عمد,YE1921,Amd,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Ad Dulay'ah,الضليعه,YE1922,Ad Dulayah,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Yab'uth,يبعث,YE1923,Yabuth,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Hajar,حجر,YE1924,Hajar,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Brum Mayf'ah,بروم ميفع,YE1925,Brum Mayfah,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Mukalla,المكلا,YE1926,Al Mukalla,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Mukalla City,مدينة المكلا,YE1927,Al Mukalla City,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Haridah,حريضه,YE1928,Haridah,,,,,Hadramawt,حضرموت,YE19,Yemen,اليمن,YE,2019-02-01,2019-10-02,
Al Hada,الحداء,YE2001,Al Hada,,,,,Dhamar,ذمار,YE20,Yemen,اليمن,YE,2019-02-01,2019-10-02,
