qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,eng-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:360:2:1172,1172,1603:45:16:360:0,1603:45:16:360:1:11,1603:45:16:360:2:1172,Kota Sabang,ID1172,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1173,1173,1603:45:16:360:0,1603:45:16:360:1:11,1603:45:16:360:2:1173,Kota Langsa,ID1173,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1174,1174,1603:45:16:360:0,1603:45:16:360:1:11,1603:45:16:360:2:1174,Kota Lhokseumawe,ID1174,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1175,1175,1603:45:16:360:0,1603:45:16:360:1:11,1603:45:16:360:2:1175,Kota Subulussalam,ID1175,Aceh,ID11,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1201,1201,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1201,Nias,ID1201,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1202,1202,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1202,Mandailing Natal,ID1202,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1203,1203,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1203,Tapanuli Selatan,ID1203,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1204,1204,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1204,Tapanuli Tengah,ID1204,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1205,1205,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1205,Tapanuli Utara,ID1205,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1206,1206,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1206,Toba Samosir,ID1206,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1207,1207,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1207,Labuhan Batu,ID1207,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1208,1208,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1208,Asahan,ID1208,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1209,1209,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1209,Simalungun,ID1209,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1210,1210,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1210,Dairi,ID1210,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1211,1211,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1211,Karo,ID1211,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1212,1212,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1212,Deli Serdang,ID1212,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1213,1213,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1213,Langkat,ID1213,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1214,1214,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1214,Nias Selatan,ID1214,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1215,1215,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1215,Humbang Hasundutan,ID1215,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1216,1216,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1216,Pakpak Bharat,ID1216,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1217,1217,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1217,Samosir,ID1217,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1218,1218,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1218,Serdang Bedagai,ID1218,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1219,1219,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1219,Batu Bara,ID1219,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1220,1220,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1220,Padang Lawas Utara,ID1220,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1221,1221,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1221,Padang Lawas,ID1221,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1222,1222,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1222,Labuhan Batu Selatan,ID1222,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1223,1223,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1223,Labuhan Batu Utara,ID1223,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1224,1224,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1224,Nias Utara,ID1224,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1225,1225,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1225,Nias Barat,ID1225,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1271,1271,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1271,Kota Sibolga,ID1271,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1272,1272,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1272,Kota Tanjung Balai,ID1272,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1273,1273,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1273,Kota Pematang Siantar,ID1273,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1274,1274,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1274,Kota Tebing Tinggi,ID1274,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1275,1275,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1275,Kota Medan,ID1275,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1276,1276,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1276,Kota Binjai,ID1276,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1277,1277,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1277,Kota Padangsidimpuan,ID1277,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1278,1278,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1278,Kota Gunungsitoli,ID1278,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1288,1288,1603:45:16:360:0,1603:45:16:360:1:12,1603:45:16:360:2:1288,Danau Toba,ID1288,Sumatera Utara,ID12,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1301,1301,1603:45:16:360:0,1603:45:16:360:1:13,1603:45:16:360:2:1301,Kepulauan Mentawai,ID1301,Sumatera Barat,ID13,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1302,1302,1603:45:16:360:0,1603:45:16:360:1:13,1603:45:16:360:2:1302,Pesisir Selatan,ID1302,Sumatera Barat,ID13,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1303,1303,1603:45:16:360:0,1603:45:16:360:1:13,1603:45:16:360:2:1303,Solok,ID1303,Sumatera Barat,ID13,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1304,1304,1603:45:16:360:0,1603:45:16:360:1:13,1603:45:16:360:2:1304,Sijunjung,ID1304,Sumatera Barat,ID13,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1305,1305,1603:45:16:360:0,1603:45:16:360:1:13,1603:45:16:360:2:1305,Tanah Datar,ID1305,Sumatera Barat,ID13,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1306,1306,1603:45:16:360:0,1603:45:16:360:1:13,1603:45:16:360:2:1306,Padang Pariaman,ID1306,Sumatera Barat,ID13,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1307,1307,1603:45:16:360:0,1603:45:16:360:1:13,1603:45:16:360:2:1307,Agam,ID1307,Sumatera Barat,ID13,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1308,1308,1603:45:16:360:0,1603:45:16:360:1:13,1603:45:16:360:2:1308,Lima Puluh Kota,ID1308,Sumatera Barat,ID13,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1309,1309,1603:45:16:360:0,1603:45:16:360:1:13,1603:45:16:360:2:1309,Pasaman,ID1309,Sumatera Barat,ID13,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1310,1310,1603:45:16:360:0,1603:45:16:360:1:13,1603:45:16:360:2:1310,Solok Selatan,ID1310,Sumatera Barat,ID13,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1311,1311,1603:45:16:360:0,1603:45:16:360:1:13,1603:45:16:360:2:1311,Dharmasraya,ID1311,Sumatera Barat,ID13,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1312,1312,1603:45:16:360:0,1603:45:16:360:1:13,1603:45:16:360:2:1312,Pasaman Barat,ID1312,Sumatera Barat,ID13,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1371,1371,1603:45:16:360:0,1603:45:16:360:1:13,1603:45:16:360:2:1371,Kota Padang,ID1371,Sumatera Barat,ID13,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1372,1372,1603:45:16:360:0,1603:45:16:360:1:13,1603:45:16:360:2:1372,Kota Solok,ID1372,Sumatera Barat,ID13,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1373,1373,1603:45:16:360:0,1603:45:16:360:1:13,1603:45:16:360:2:1373,Kota Sawah Lunto,ID1373,Sumatera Barat,ID13,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1374,1374,1603:45:16:360:0,1603:45:16:360:1:13,1603:45:16:360:2:1374,Kota Padang Panjang,ID1374,Sumatera Barat,ID13,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1375,1375,1603:45:16:360:0,1603:45:16:360:1:13,1603:45:16:360:2:1375,Kota Bukittinggi,ID1375,Sumatera Barat,ID13,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1376,1376,1603:45:16:360:0,1603:45:16:360:1:13,1603:45:16:360:2:1376,Kota Payakumbuh,ID1376,Sumatera Barat,ID13,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1377,1377,1603:45:16:360:0,1603:45:16:360:1:13,1603:45:16:360:2:1377,Kota Pariaman,ID1377,Sumatera Barat,ID13,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1388,1388,1603:45:16:360:0,1603:45:16:360:1:13,1603:45:16:360:2:1388,Danau,ID1388,Sumatera Barat,ID13,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1401,1401,1603:45:16:360:0,1603:45:16:360:1:14,1603:45:16:360:2:1401,Kuantan Singingi,ID1401,Riau,ID14,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1402,1402,1603:45:16:360:0,1603:45:16:360:1:14,1603:45:16:360:2:1402,Indragiri Hulu,ID1402,Riau,ID14,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1403,1403,1603:45:16:360:0,1603:45:16:360:1:14,1603:45:16:360:2:1403,Indragiri Hilir,ID1403,Riau,ID14,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1404,1404,1603:45:16:360:0,1603:45:16:360:1:14,1603:45:16:360:2:1404,Pelalawan,ID1404,Riau,ID14,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1405,1405,1603:45:16:360:0,1603:45:16:360:1:14,1603:45:16:360:2:1405,Siak,ID1405,Riau,ID14,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1406,1406,1603:45:16:360:0,1603:45:16:360:1:14,1603:45:16:360:2:1406,Kampar,ID1406,Riau,ID14,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1407,1407,1603:45:16:360:0,1603:45:16:360:1:14,1603:45:16:360:2:1407,Rokan Hulu,ID1407,Riau,ID14,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1408,1408,1603:45:16:360:0,1603:45:16:360:1:14,1603:45:16:360:2:1408,Bengkalis,ID1408,Riau,ID14,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1409,1409,1603:45:16:360:0,1603:45:16:360:1:14,1603:45:16:360:2:1409,Rokan Hilir,ID1409,Riau,ID14,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1410,1410,1603:45:16:360:0,1603:45:16:360:1:14,1603:45:16:360:2:1410,Kepulauan Meranti,ID1410,Riau,ID14,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1471,1471,1603:45:16:360:0,1603:45:16:360:1:14,1603:45:16:360:2:1471,Kota Pekanbaru,ID1471,Riau,ID14,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1473,1473,1603:45:16:360:0,1603:45:16:360:1:14,1603:45:16:360:2:1473,Kota Dumai,ID1473,Riau,ID14,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1501,1501,1603:45:16:360:0,1603:45:16:360:1:15,1603:45:16:360:2:1501,Kerinci,ID1501,Jambi,ID15,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1502,1502,1603:45:16:360:0,1603:45:16:360:1:15,1603:45:16:360:2:1502,Merangin,ID1502,Jambi,ID15,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1503,1503,1603:45:16:360:0,1603:45:16:360:1:15,1603:45:16:360:2:1503,Sarolangun,ID1503,Jambi,ID15,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1504,1504,1603:45:16:360:0,1603:45:16:360:1:15,1603:45:16:360:2:1504,Batang Hari,ID1504,Jambi,ID15,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1505,1505,1603:45:16:360:0,1603:45:16:360:1:15,1603:45:16:360:2:1505,Muaro Jambi,ID1505,Jambi,ID15,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1506,1506,1603:45:16:360:0,1603:45:16:360:1:15,1603:45:16:360:2:1506,Tanjung Jabung Timur,ID1506,Jambi,ID15,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1507,1507,1603:45:16:360:0,1603:45:16:360:1:15,1603:45:16:360:2:1507,Tanjung Jabung Barat,ID1507,Jambi,ID15,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1508,1508,1603:45:16:360:0,1603:45:16:360:1:15,1603:45:16:360:2:1508,Tebo,ID1508,Jambi,ID15,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1509,1509,1603:45:16:360:0,1603:45:16:360:1:15,1603:45:16:360:2:1509,Bungo,ID1509,Jambi,ID15,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1571,1571,1603:45:16:360:0,1603:45:16:360:1:15,1603:45:16:360:2:1571,Kota Jambi,ID1571,Jambi,ID15,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1572,1572,1603:45:16:360:0,1603:45:16:360:1:15,1603:45:16:360:2:1572,Kota Sungai Penuh,ID1572,Jambi,ID15,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1601,1601,1603:45:16:360:0,1603:45:16:360:1:16,1603:45:16:360:2:1601,Ogan Komering Ulu,ID1601,Sumatera Selatan,ID16,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1602,1602,1603:45:16:360:0,1603:45:16:360:1:16,1603:45:16:360:2:1602,Ogan Komering Ilir,ID1602,Sumatera Selatan,ID16,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1603,1603,1603:45:16:360:0,1603:45:16:360:1:16,1603:45:16:360:2:1603,Muara Enim,ID1603,Sumatera Selatan,ID16,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1604,1604,1603:45:16:360:0,1603:45:16:360:1:16,1603:45:16:360:2:1604,Lahat,ID1604,Sumatera Selatan,ID16,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1605,1605,1603:45:16:360:0,1603:45:16:360:1:16,1603:45:16:360:2:1605,Musi Rawas,ID1605,Sumatera Selatan,ID16,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1606,1606,1603:45:16:360:0,1603:45:16:360:1:16,1603:45:16:360:2:1606,Musi Banyuasin,ID1606,Sumatera Selatan,ID16,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1607,1607,1603:45:16:360:0,1603:45:16:360:1:16,1603:45:16:360:2:1607,Banyu Asin,ID1607,Sumatera Selatan,ID16,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1608,1608,1603:45:16:360:0,1603:45:16:360:1:16,1603:45:16:360:2:1608,Ogan Komering Ulu Selatan,ID1608,Sumatera Selatan,ID16,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1609,1609,1603:45:16:360:0,1603:45:16:360:1:16,1603:45:16:360:2:1609,Ogan Komering Ulu Timur,ID1609,Sumatera Selatan,ID16,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1610,1610,1603:45:16:360:0,1603:45:16:360:1:16,1603:45:16:360:2:1610,Ogan Ilir,ID1610,Sumatera Selatan,ID16,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1611,1611,1603:45:16:360:0,1603:45:16:360:1:16,1603:45:16:360:2:1611,Empat Lawang,ID1611,Sumatera Selatan,ID16,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1612,1612,1603:45:16:360:0,1603:45:16:360:1:16,1603:45:16:360:2:1612,Penukal Abab Lematang Ilir,ID1612,Sumatera Selatan,ID16,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1613,1613,1603:45:16:360:0,1603:45:16:360:1:16,1603:45:16:360:2:1613,Musi Rawas Utara,ID1613,Sumatera Selatan,ID16,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1671,1671,1603:45:16:360:0,1603:45:16:360:1:16,1603:45:16:360:2:1671,Kota Palembang,ID1671,Sumatera Selatan,ID16,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1672,1672,1603:45:16:360:0,1603:45:16:360:1:16,1603:45:16:360:2:1672,Kota Prabumulih,ID1672,Sumatera Selatan,ID16,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1673,1673,1603:45:16:360:0,1603:45:16:360:1:16,1603:45:16:360:2:1673,Kota Pagar Alam,ID1673,Sumatera Selatan,ID16,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1674,1674,1603:45:16:360:0,1603:45:16:360:1:16,1603:45:16:360:2:1674,Kota Lubuklinggau,ID1674,Sumatera Selatan,ID16,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1688,1688,1603:45:16:360:0,1603:45:16:360:1:16,1603:45:16:360:2:1688,Danau,ID1688,Sumatera Selatan,ID16,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1701,1701,1603:45:16:360:0,1603:45:16:360:1:17,1603:45:16:360:2:1701,Bengkulu Selatan,ID1701,Bengkulu,ID17,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1702,1702,1603:45:16:360:0,1603:45:16:360:1:17,1603:45:16:360:2:1702,Rejang Lebong,ID1702,Bengkulu,ID17,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1703,1703,1603:45:16:360:0,1603:45:16:360:1:17,1603:45:16:360:2:1703,Bengkulu Utara,ID1703,Bengkulu,ID17,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1704,1704,1603:45:16:360:0,1603:45:16:360:1:17,1603:45:16:360:2:1704,Kaur,ID1704,Bengkulu,ID17,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1705,1705,1603:45:16:360:0,1603:45:16:360:1:17,1603:45:16:360:2:1705,Seluma,ID1705,Bengkulu,ID17,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1706,1706,1603:45:16:360:0,1603:45:16:360:1:17,1603:45:16:360:2:1706,Mukomuko,ID1706,Bengkulu,ID17,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1707,1707,1603:45:16:360:0,1603:45:16:360:1:17,1603:45:16:360:2:1707,Lebong,ID1707,Bengkulu,ID17,Indonesia,ID,2020-04-08,2020-04-08,
1603:45:16:360:2:1708,1708,1603:45:16:360:0,1603:45:16:360:1:17,1603:45:16:360:2:1708,Kepahiang,ID1708,Bengkulu,ID17,Indonesia,ID,2020-04-08,2020-04-08,
